,topic_0,topic_1,topic_2,topic_3
TYSND1,8.283363e-06,1.9833278e-06,1.087595e-08,3.643924e-06
PHF6,1.8402592e-05,2.8307993e-05,4.783019e-06,2.10051e-05
CD109,1.2583147e-10,9.3734025e-09,0.00016261938,1.1252328e-05
UBE2L6,2.8245418e-06,4.414138e-06,4.381479e-06,5.7336206e-06
ZDHHC5,2.4805944e-05,2.5819547e-05,4.03116e-06,8.277622e-06
MED19,8.1892795e-06,3.1614366e-06,4.0882624e-06,1.52311e-06
ZFAND3,0.00033632337,0.00386946,0.0004224467,5.6282777e-05
NPTN,9.1220226e-11,1.4619218e-10,1.1175598e-10,0.00018179552
KAT6B,0.000474956,3.4325182e-10,3.3038927e-10,6.4941746e-10
SAMD8,5.366399e-05,3.6132937e-05,3.9344133e-05,2.3020668e-05
RAB11FIP1,8.463617e-11,0.001253114,1.1514482e-10,8.039232e-11
AIFM1,8.851818e-06,1.3294427e-05,1.9633186e-05,1.1552965e-05
MAPK13,9.883623e-06,1.3334691e-05,3.9755227e-10,2.100471e-06
BAG4,2.488793e-05,3.3743767e-05,4.05112e-06,1.7347389e-05
TBC1D31,2.9642824e-05,1.2976766e-09,1.2408453e-09,3.160356e-05
WDYHV1,1.1612924e-05,1.2389547e-05,1.126664e-05,5.0010863e-06
ATAD2,2.3934033e-05,5.305315e-05,2.271537e-09,3.376959e-05
FBXO32,6.230618e-11,0.0006016857,1.8231497e-10,7.8877245e-11
NSMCE2,0.0006803955,1.230443e-08,4.8114685e-05,7.4915886e-05
PRR14,5.1453767e-06,8.8254765e-08,6.385796e-08,5.4186063e-07
FBRS,1.0628747e-05,7.863246e-06,2.622003e-06,7.2484283e-07
PHKG2,2.6648534e-06,3.7638063e-06,7.2954437e-10,6.109306e-10
MALSU1,0.00021355579,8.6587265e-11,6.7630526e-11,3.4165396e-11
VPS8,3.9495007e-10,0.0007360364,7.056032e-10,3.7989482e-06
GALK2,5.2370742e-05,6.0973198e-05,1.2497012e-05,1.5048864e-05
LHFPL4,1.8408948e-05,8.535846e-06,1.3376161e-09,3.0668195e-07
B3GNT7,2.057766e-05,6.411796e-05,4.4733653e-10,9.948239e-06
BUB1B,5.1260056e-08,2.5895746e-05,2.0398232e-09,2.873381e-06
PDE6D,2.8282899e-05,2.1583679e-05,2.1099e-05,1.2509508e-05
BRPF1,1.8893525e-06,4.4260437e-07,1.961345e-06,1.1965224e-06
SEC13,0.00023039612,9.534196e-11,7.7403424e-11,4.060981e-11
EXOG,5.8258483e-05,1.8664587e-05,2.510936e-05,2.191005e-05
NMNAT2,8.658161e-06,2.3878994e-05,1.5865569e-09,2.0741513e-06
ZFYVE9,0.00022197478,3.3823282e-05,4.062426e-05,8.113427e-09
SMG1,0.0003253686,4.9423958e-05,2.7236267e-08,4.87421e-05
FCHO2,0.00028801247,1.1705054e-09,3.302194e-05,4.3455367e-10
RBPMS,0.0016162153,3.381133e-10,1.9660878e-05,1.3321108e-10
TMEM171,2.0948453e-10,1.3779672e-05,2.44866e-10,3.9485556e-08
NRG1,0.0001478881,2.4763298e-09,1.1127576e-09,1.1280326e-09
C1orf27,2.9903193e-05,4.9926733e-05,1.8070628e-05,1.1714078e-05
CPT2,5.1817224e-06,3.7644465e-09,9.394768e-10,1.6812447e-07
NECAP2,8.038332e-06,4.5339593e-06,8.593987e-06,2.8717345e-06
LRP8,4.568926e-10,1.713198e-05,1.0071044e-09,2.227452e-06
PAXIP1,1.2579003e-05,9.817506e-06,1.310294e-07,7.4835975e-07
STEAP2,5.550586e-11,0.00035200315,1.0274884e-10,5.100319e-11
SSBP3,0.00045662047,9.0229085e-10,4.276822e-05,4.732969e-10
CLDN12,2.8946388e-06,6.5139684e-06,1.247547e-09,1.4353832e-06
MMP14,3.7297155e-11,7.171411e-11,5.664922e-11,0.0002758643
GATAD1,8.376909e-07,3.0798021e-06,3.3064793e-09,3.8683842e-07
SUSD3,1.0684638e-10,2.154079e-10,1.9080443e-10,2.749478e-05
DDX19B,3.3012163e-06,1.4778152e-06,6.657802e-07,5.9866727e-07
ST3GAL2,5.3687327e-05,1.6207307e-05,0.00013457086,2.519509e-05
FUK,1.652536e-05,1.560602e-05,2.5432245e-09,2.3209996e-06
IL34,2.4157847e-05,1.1336314e-06,1.88214e-05,8.6156005e-10
CACNA1D,0.00036512813,0.0002275515,6.167636e-10,1.5763524e-09
ARSE,0.00011631163,5.498892e-10,2.0680203e-10,1.9961874e-10
KIT,1.3075154e-05,2.127535e-09,1.3619808e-09,1.1358883e-05
HYDIN,0.00015061005,2.7558553e-10,1.6714917e-10,8.986322e-11
AASDH,3.7815098e-05,9.300667e-06,2.1521007e-09,4.6625078e-06
ZNF19,7.8064484e-05,1.0502874e-09,2.3050375e-10,1.4166378e-10
CACNA2D3,9.706729e-06,1.7699847e-05,2.5844527e-05,1.0213888e-05
RNF111,0.00048207902,6.3415873e-09,8.81815e-06,0.0001116696
CCNB2,2.6239466e-06,5.1373504e-06,4.2405736e-07,2.6779216e-07
FAM81A,4.00247e-05,4.809932e-05,2.7229916e-09,3.2158434e-06
MYO1E,0.00077140104,0.0006492909,0.0005084185,4.750234e-10
APPL1,7.988119e-11,1.2705274e-10,0.0005560933,5.2706783e-11
MUM1L1,1.5309923e-05,2.447894e-10,1.6154614e-10,9.469388e-11
AFAP1L1,1.13761896e-10,2.8541158e-10,4.1650077e-05,9.324819e-11
TSC22D3,3.6283723e-11,7.011622e-11,5.53285e-11,0.0012105956
DSCR3,2.4622761e-05,2.3847659e-05,1.3251731e-05,1.706859e-05
DYRK1A,0.00053867034,9.558727e-10,2.155344e-05,6.835906e-05
KCNJ6,1.1679431e-05,3.336074e-06,2.8878999e-06,3.2838597e-07
KCNJ15,0.0008396197,1.8906914e-10,1.195897e-10,6.2902863e-11
ERG,7.827806e-11,2.17594e-10,0.00048366547,8.2786195e-11
ETS2,4.158141e-11,8.5224036e-11,0.000957365,3.2560146e-11
TSPAN18,2.211676e-06,1.1553168e-08,2.3162245e-05,6.7483126e-07
TMEM164,4.1886164e-05,0.00053408684,1.2338596e-09,2.8068098e-05
MX1,3.8612995e-11,0.0005186606,5.970992e-11,2.9827e-11
CREB3L1,6.743851e-06,4.7424877e-05,9.6439e-10,2.2144977e-06
C2CD2,3.5471927e-05,2.0889494e-05,9.191606e-05,1.333197e-05
TAB3,6.940061e-05,4.085387e-09,5.230273e-10,1.3268928e-09
SLC38A10,3.6284528e-05,3.9165712e-05,4.523423e-09,1.3311668e-05
ZNF618,0.00020433427,8.891311e-10,5.419487e-10,3.7916978e-10
TMEM268,1.26065515e-05,1.3583509e-06,2.1757637e-06,7.978265e-06
UBN2,7.7606855e-05,8.9731955e-05,1.0641832e-05,1.3729354e-05
BRAF,0.00030795645,0.0014009433,5.027279e-09,1.352581e-05
SLC34A2,7.2189127e-06,4.5442786e-10,1.9702348e-10,1.04737025e-10
PSMG3,3.9988374e-11,0.0004619065,6.18186e-11,3.1487132e-11
CABP1,1.8634677e-10,4.268303e-10,4.494904e-05,2.1449609e-10
WDR19,7.4925105e-05,2.1910007e-05,5.9725558e-06,4.838652e-06
SLC37A3,4.9382306e-05,9.6116324e-05,2.267237e-05,1.5042623e-05
FMNL2,2.0578736e-09,0.001146622,0.00063450786,5.697868e-10
SPPL3,0.00070354994,1.571511e-08,0.00010394694,0.00020465821
RAB28,8.434483e-05,3.9618917e-05,2.1498076e-05,1.1374211e-05
MEGF11,3.6550176e-05,4.1880812e-05,6.5915634e-10,9.317711e-10
C12orf43,1.1564099e-05,8.842268e-06,1.0296609e-05,9.192539e-06
PEX10,2.1449743e-05,2.7169714e-05,1.7314924e-09,2.626042e-06
SKI,1.1341481e-10,0.00056585844,2.1075859e-10,1.2108181e-10
WIPI2,0.00025142057,1.1478258e-10,9.640144e-11,5.3253162e-11
LDLRAP1,8.574781e-06,4.5880515e-06,8.950717e-07,4.036419e-06
AGAP1,0.0008563733,0.0008252337,2.4228768e-09,1.6660401e-09
PAFAH2,4.6336e-05,1.5105777e-05,2.6684914e-09,2.568555e-05
BRE,0.00012394115,0.001836505,2.314175e-09,1.1725021e-05
WDR66,7.347046e-05,4.8409776e-10,2.889864e-10,1.7029379e-10
UBXN11,2.3502846e-05,2.5410722e-05,1.2959292e-07,9.823069e-06
PTPDC1,1.0408349e-05,1.1676559e-05,3.0546533e-05,4.8306015e-06
GALNT14,4.3856075e-05,1.0286627e-05,2.8561412e-10,2.0187281e-10
NCK1,0.00040120626,2.5159153e-10,2.3846664e-10,1.8867143e-10
HPD,1.9371319e-05,2.2295186e-09,6.0685884e-10,7.3303e-10
XDH,2.5578126e-10,8.528413e-05,2.1435785e-10,3.178632e-10
CNNM4,4.8315025e-05,6.085016e-05,6.1275346e-10,6.207811e-06
EYA3,0.0002511598,4.889736e-09,4.3700595e-05,2.8244436e-05
DZIP1L,1.2979614e-05,4.288167e-09,1.6434901e-08,6.1827354e-10
FANCC,0.0003282775,6.127801e-05,7.3325355e-05,2.5181062e-05
MRAS,4.3494097e-06,1.2002509e-09,1.8557083e-05,7.977378e-09
WASF2,1.5938201e-10,2.9366942e-10,0.0021742883,1.4608457e-10
ABHD3,0.0003740201,4.1086608e-08,3.8900572e-10,2.3321812e-05
ESYT3,9.947566e-06,4.0096235e-10,1.7185874e-10,1.03581775e-10
FAIM,1.8045588e-05,4.874537e-10,2.4110186e-10,1.512892e-10
FAM46B,1.4637307e-05,2.6404919e-06,3.0130637e-10,1.909202e-10
CLSTN2,2.1453223e-05,1.105297e-09,5.3662607e-05,2.7602086e-06
COLEC12,1.5707123e-10,8.700216e-10,4.694425e-05,3.7981367e-06
RNF207,3.653512e-05,8.8534725e-06,4.6872956e-10,3.7643655e-10
CUL4B,1.5610156e-05,1.2404776e-05,9.789561e-06,5.6797803e-06
GPR153,2.418646e-10,2.1398972e-05,9.918913e-07,3.7007584e-07
SLC13A3,4.429082e-06,8.981975e-06,5.045182e-06,1.6010658e-06
AUTS2,0.0011467943,5.68547e-10,1.0349237e-09,0.0001178335
SHROOM4,1.2976561e-10,4.173088e-10,0.000116632094,1.229147e-10
HIST1H2BD,0.0002812213,1.8654021e-10,1.1248136e-10,7.5826866e-11
CDC25C,1.4138119e-06,2.7504326e-05,7.431339e-07,3.1066759e-06
HIST1H4H,6.633512e-10,1.9634384e-05,3.2678688e-10,3.8844354e-07
EIF5B,1.8619163e-05,4.1272622e-05,1.3601404e-05,1.20392415e-05
TMSB15B,1.7017645e-06,2.440454e-06,2.7356052e-07,1.1539074e-06
CATIP,1.8582461e-05,9.538839e-10,4.761473e-10,6.886994e-10
CNOT11,2.3047622e-05,5.790719e-05,1.0182648e-09,5.6622252e-06
KCNB1,1.1433312e-06,1.6439532e-09,8.691344e-06,2.9770447e-07
AHCYL2,0.0003874234,0.00074465293,2.5558566e-10,1.6092247e-10
B4GALT5,0.0007871409,2.9344228e-05,8.5870877e-10,7.525648e-10
CPA2,3.627286e-11,6.98791e-11,5.4835136e-11,0.0008887752
TSR2,6.832433e-05,3.283027e-05,5.7885547e-05,6.4204905e-05
PPP1R9A,0.00032834202,2.4537747e-10,1.2696941e-10,7.470042e-11
ZC3H18,2.7616346e-05,1.5036197e-05,3.2597465e-05,1.6234873e-05
GDPD5,5.4173897e-06,4.1400305e-09,2.1394167e-06,3.2529533e-06
DYNC1I1,8.588702e-06,5.735447e-08,7.626245e-05,6.242589e-06
TMED4,1.9137758e-06,0.0014892177,2.8465916e-10,3.0335057e-10
COPG2,0.00016644436,6.250533e-05,1.1593249e-09,2.1453387e-05
EMSY,9.0603804e-05,4.0881394e-05,8.906975e-05,7.16748e-05
GPAT4,2.1383426e-05,1.6437967e-05,2.3433397e-05,1.1379321e-05
ZSCAN12,5.7036964e-06,7.747356e-08,5.2835776e-09,1.6261858e-06
ELK4,0.00030977858,1.3633167e-09,9.607365e-10,1.0970692e-05
USF1,3.5531293e-06,6.405992e-06,1.2452945e-05,1.1168711e-05
SPATA2L,3.182996e-05,9.412463e-06,4.0351683e-06,1.6481315e-06
DEDD,5.7219586e-06,3.0059637e-06,4.6584764e-06,7.303899e-07
ZNF276,1.3912689e-06,4.0116665e-06,3.588082e-07,2.8940672e-06
NPM2,1.0806757e-05,4.251144e-10,2.3111568e-10,1.2873318e-10
EDA,3.453581e-05,1.51371705e-05,5.026637e-05,1.2741537e-05
CDA,1.5144568e-10,2.4192106e-05,7.0326137e-06,4.0221914e-07
DMTN,1.4659602e-05,1.8772549e-07,4.9338966e-10,6.417022e-10
ADAMTS4,8.054334e-11,2.4731142e-10,0.0002501692,2.1870286e-10
FAM160B2,3.874707e-06,3.9198503e-06,1.0514741e-05,2.2079373e-06
NDUFS2,4.0809984e-11,0.0007843624,6.474951e-11,3.1593672e-11
FCER1G,3.572399e-11,6.9608e-11,5.5209164e-11,0.0005609173
CCAR2,2.8112247e-05,1.7490418e-05,2.4927218e-05,1.5378495e-05
CACHD1,4.9717528e-05,8.099631e-10,0.0003640765,1.8975412e-10
CDC42SE2,3.284033e-10,4.2781817e-10,2.648966e-10,0.0006000895
EPB41,5.9433878e-05,3.8348884e-05,7.3849893e-10,0.00019710622
MIS18A,1.0950746e-05,4.5489446e-06,1.5999684e-06,5.02559e-06
ALG8,1.878206e-05,1.7738019e-05,7.720913e-06,9.7547245e-06
SYNJ1,2.6723423e-05,2.6735812e-05,2.334785e-05,1.27789335e-05
PAXBP1,7.24536e-05,2.1916652e-05,1.2102232e-05,7.48393e-06
MRPL10,8.957591e-07,1.771783e-09,8.2066814e-10,8.68783e-06
IFNGR2,5.0697057e-05,5.448532e-05,2.5301806e-05,1.8354709e-05
GART,5.401452e-05,9.336139e-05,2.7290025e-05,1.7485398e-05
SON,4.2602977e-11,0.004082356,6.343613e-11,3.207486e-11
DONSON,5.131905e-06,3.8543226e-06,1.1789121e-05,2.756439e-06
LAD1,1.1498358e-05,1.8244553e-05,2.337027e-10,1.7803459e-10
STC1,7.446144e-11,1.5826691e-10,0.00051821285,5.9734294e-11
TNNI1,8.912102e-06,2.588477e-06,2.359817e-10,1.6404507e-10
CSRP1,3.7295236e-11,0.00084458967,5.668748e-11,2.8120258e-11
RCAN1,0.0006965941,1.0982922e-10,9.853255e-11,4.1325943e-11
UBE2Z,3.480721e-05,7.580526e-05,5.191789e-06,1.04678375e-05
SNF8,8.626603e-06,7.1058416e-06,2.1195572e-06,2.290234e-06
CLIC6,8.46562e-05,6.6374364e-06,3.0774763e-10,1.984597e-10
RUNX1,3.1952874e-10,7.623423e-05,1.5028842e-09,0.000355316
TUBBP5,1.0084819e-05,2.7440397e-09,2.6348468e-10,2.642426e-10
GJD2,4.980955e-05,3.8498735e-10,2.4159996e-10,1.9519068e-10
MORC3,9.215805e-05,4.3460575e-05,9.742276e-06,4.3900054e-05
HLCS,0.00025632145,8.829809e-05,9.091873e-10,2.2613676e-05
ARHGAP27,8.008988e-06,9.813439e-05,8.727566e-06,5.196524e-10
ADPGK,2.6399746e-05,3.4284833e-05,2.7295517e-05,3.7991675e-05
ADIPOR1,3.9115353e-11,7.500882e-11,0.00046055324,2.9355168e-11
CYB5R1,7.615535e-06,7.990379e-06,2.9226076e-06,4.2330403e-06
PSMD4,3.8637746e-11,0.0011603715,5.862051e-11,2.9411265e-11
HK2,1.1912074e-10,0.00022845561,6.321078e-10,1.3321777e-05
ALDH4A1,4.988716e-06,9.242102e-09,8.2390217e-10,5.7347627e-10
STARD9,6.4364736e-05,8.886464e-06,0.00019248205,5.6448454e-05
THEM4,9.232197e-06,1.4596601e-09,5.218375e-10,2.5231384e-06
UBR1,1.5176791e-05,0.0011113776,4.6579637e-05,2.6089537e-09
AMFR,0.00030687376,1.7375656e-10,1.4215722e-10,9.397882e-11
RSPRY1,4.389943e-05,7.617282e-05,2.0138874e-05,1.6913456e-05
GPBP1L1,0.00069744006,1.0841771e-09,8.887428e-10,7.2597186e-07
NAE1,2.3384195e-05,2.3301849e-05,6.667279e-06,8.280109e-06
TMEM69,4.111346e-06,2.9939588e-06,5.8871336e-07,1.2377778e-06
ADGRG5,2.7599742e-10,5.9352506e-10,4.2881482e-10,2.1188042e-05
ACE,2.7480557e-06,3.1759719e-06,4.076559e-06,2.0847568e-10
EFCAB14,2.6380165e-05,9.574024e-05,1.4721906e-05,1.654239e-05
SPON2,5.319591e-11,1.00216786e-10,0.00045070218,4.3630582e-11
CHCHD6,4.221581e-05,2.1554777e-05,4.02773e-09,1.1127493e-05
LRRC36,4.114886e-05,7.650931e-09,7.375895e-10,2.4014443e-07
ZDHHC1,2.9219793e-05,1.1178867e-05,3.496761e-07,4.700259e-10
ATP6V0D1,4.159759e-11,7.9808396e-11,0.00040829982,3.100973e-11
ZFYVE28,8.17723e-06,3.2854387e-05,7.700211e-05,2.388462e-05
RGS12,2.8285136e-05,6.024307e-05,3.5494126e-05,6.680784e-10
PSKH1,2.04273e-05,4.110595e-07,8.316354e-06,5.183517e-06
ZYX,7.674995e-06,9.644187e-06,1.513424e-05,1.8860435e-06
ABR,4.109879e-10,8.6298935e-10,0.0006505154,3.9156497e-10
LYPD5,3.3809529e-06,1.5815696e-06,6.4459236e-06,6.797596e-07
CCDC117,1.9471967e-05,4.859202e-06,4.112985e-06,8.134506e-06
ZNF230,2.206906e-06,2.8334435e-07,4.6074342e-07,1.2111346e-06
ZNF235,3.1910567e-05,2.2462125e-05,1.0294901e-05,6.7113097e-06
TNFRSF13C,7.280261e-11,1.5377723e-10,1.2366863e-10,6.73311e-05
ARHGAP35,9.024171e-05,2.9242734e-05,1.6541617e-05,3.8994905e-05
PTGIR,1.039271e-10,3.065958e-10,1.0306826e-05,9.638288e-07
DFFA,2.5468898e-05,3.0373723e-05,4.812487e-05,8.19936e-06
CCDC28B,2.6850219e-06,2.1778792e-06,1.9869503e-07,3.642025e-07
BSDC1,3.2038057e-05,3.2837783e-05,1.6587808e-05,1.1215858e-05
ATAD3B,5.1848124e-06,2.0365269e-05,9.926782e-06,4.7041026e-06
SSU72,3.911983e-11,7.4604455e-11,0.0012384645,2.941828e-11
UBE2J2,2.4152732e-05,2.8954657e-05,2.8728839e-05,1.8951116e-05
ZNF362,3.3172404e-05,1.7616065e-09,1.18489725e-05,5.591969e-06
CPAMD8,3.9190536e-06,4.1847975e-06,5.3388234e-05,1.3756929e-09
CCDC58,3.742372e-05,5.9419825e-05,9.892052e-10,1.796677e-05
VMA21,2.3156488e-10,5.137619e-06,4.1414582e-06,1.0058472e-05
KALRN,8.8506685e-10,0.0005569711,0.000453166,2.018936e-10
ABCG1,1.3044282e-10,1.1708761e-09,0.00015645607,8.718107e-10
TFF1,3.534074e-11,6.882539e-11,5.3870824e-11,0.0017106179
TMPRSS3,4.932848e-08,8.161337e-06,3.3793407e-10,5.319226e-07
UBASH3A,9.056785e-11,2.1213546e-10,1.8128096e-10,2.3366013e-06
RSPH1,4.05099e-05,3.2102653e-05,2.203362e-10,2.2175789e-10
SLC37A1,7.86539e-06,4.240133e-05,4.1468406e-10,8.988535e-07
PDE9A,9.413195e-05,3.159497e-05,0.00010665287,3.1783107e-10
WDR4,4.942233e-06,1.1222256e-05,8.136305e-06,3.7324257e-06
NDUFV3,0.000355918,1.3063106e-10,1.0657527e-10,6.048005e-11
PKNOX1,2.9369985e-05,1.2658608e-05,1.4988465e-05,6.0784705e-06
U2AF1,1.2596793e-05,1.562435e-05,2.5447413e-05,4.1577787e-06
HSF2BP,2.9683092e-06,1.1996147e-05,9.640821e-06,2.740137e-06
RRP1B,1.3163009e-05,1.3408501e-05,2.6922231e-05,2.0339223e-05
PDXK,7.5035e-11,1.4344662e-10,0.00039485638,4.8290785e-11
CSTB,1.6425765e-10,0.00034016484,3.792821e-09,0.000104683015
AGPAT3,0.00025046998,4.0000903e-10,4.1759066e-10,4.3465728e-10
TRAPPC10,1.9519788e-05,4.9238693e-05,6.388242e-05,8.452117e-05
GAB3,1.2355811e-09,6.3666467e-10,1.0329261e-05,4.5042674e-05
C21orf33,1.9852596e-10,6.093967e-10,3.6714005e-06,2.3292682e-06
C21orf2,5.199732e-06,1.2584377e-09,5.502354e-10,2.2076412e-09
ITGB2,3.7639974e-11,0.00065616943,5.8646005e-11,3.0743654e-11
FAM207A,1.5345523e-06,2.6135872e-06,5.027317e-07,7.8669467e-07
SPATC1L,3.872697e-06,1.979503e-06,9.933918e-07,5.608479e-07
LSS,1.0770181e-05,2.3993498e-05,3.1948628e-05,6.0252232e-06
VAV2,6.276888e-05,7.838459e-05,1.6788798e-07,2.0523566e-05
MCM3AP,2.5695474e-05,2.3866496e-05,1.9069466e-05,1.6349415e-05
C21orf58,1.3620681e-05,1.983588e-05,2.5987813e-06,2.758201e-06
PCNT,3.721218e-05,2.259141e-05,1.705123e-05,2.5958698e-05
DIP2A,4.5850007e-05,5.2604504e-05,6.9787144e-05,9.905906e-05
PRMT2,0.00030815593,1.1526524e-10,9.3281986e-11,4.9977317e-11
ZNF208,5.221206e-05,6.06919e-10,2.522531e-05,5.4848797e-09
ADAMTS13,6.4961946e-06,3.1461034e-06,7.173813e-07,2.2140152e-07
ZNF714,5.690464e-05,3.5496836e-05,7.717678e-09,1.773188e-05
GPSM1,3.4183151e-06,6.4365397e-09,1.1463808e-06,1.2170727e-09
C19orf47,7.092897e-06,2.6197508e-06,2.7293171e-07,6.5155433e-07
SHKBP1,5.789473e-06,2.7058895e-06,8.599156e-07,1.1847181e-06
RDH13,4.9581563e-06,2.3658034e-05,5.1036986e-10,3.3397714e-07
ZER1,0.00012707723,9.2727905e-09,5.2450287e-06,7.553677e-06
PKN3,1.0912641e-09,4.687298e-09,0.00010484687,2.2133574e-10
PLPP7,6.0883217e-06,3.8385252e-07,8.305179e-06,2.3503999e-06
TAOK1,0.00012471066,0.0014474307,1.1456784e-09,1.1167412e-05
MED27,8.996794e-05,1.1393546e-05,8.469909e-05,3.3187658e-05
SIK3,0.0010445036,9.2726266e-10,0.00051182735,0.0001711148
MPZL3,6.271401e-05,5.4221426e-05,4.1229914e-10,1.5212583e-05
JAML,1.03361535e-10,2.651534e-10,3.229686e-10,6.9419475e-05
NEK8,5.803398e-06,5.2758014e-06,4.9718163e-10,1.5922387e-08
PCSK7,7.1103116e-11,1.436728e-10,0.00081441936,6.2815336e-11
SAFB,1.03914224e-10,1.5195782e-10,0.000566461,6.121387e-11
CD3G,9.190535e-11,2.1182818e-10,1.901026e-10,1.4164212e-05
CHTOP,3.7749374e-05,3.538594e-05,8.740219e-06,1.2950299e-05
ZBTB7B,8.5767965e-07,8.753925e-06,4.2413925e-10,4.1029285e-08
FLAD1,7.0686547e-06,1.2647061e-05,1.8573185e-06,3.990398e-06
SHC1,1.0518533e-05,3.4579247e-05,1.3985115e-05,1.866715e-05
VPS11,6.4696037e-06,7.2462024e-07,2.0049047e-06,1.4661316e-06
NLRX1,2.7103488e-05,1.4388898e-05,6.1602115e-08,1.0262371e-06
ADAR,7.741539e-11,0.0007237277,1.2410578e-10,6.873356e-11
IL6R,1.788106e-05,4.0934137e-05,1.8635257e-05,7.276663e-06
CRTC2,2.1928925e-05,9.154941e-09,3.447694e-05,5.3789056e-05
ANO10,9.959911e-05,9.868765e-05,7.2081646e-05,7.2193607e-06
FDPS,4.8930058e-11,9.570088e-11,0.00039898555,3.5619143e-11
SLC25A44,4.066677e-06,3.6498502e-06,2.9365114e-05,1.1771843e-05
LMNA,5.040408e-11,9.298462e-11,7.3060516e-11,0.0012646139
NBEAL2,1.5990036e-05,1.2654818e-05,3.015651e-10,3.8796538e-10
CCDC12,2.660998e-10,1.9499197e-10,1.2282143e-10,0.0003813524
UBQLN4,2.0980265e-06,1.562695e-06,3.291058e-07,5.9194485e-07
MYL3,7.52181e-06,9.830965e-07,8.677496e-06,2.2394308e-06
GPATCH4,3.1843213e-06,5.6104723e-06,7.695817e-06,4.2750785e-06
FCRL3,8.599458e-11,1.8054734e-10,1.5126266e-10,1.4385263e-05
AZGP1,0.00021852048,8.3289216e-11,6.161119e-11,3.175025e-11
CYP3A4,3.1475617e-10,2.0735866e-05,6.562234e-10,1.383177e-07
NACC1,3.411367e-05,5.0050923e-05,1.5236395e-05,1.1604223e-05
MUM1,0.00022803593,9.0731805e-10,1.4047706e-08,2.4004413e-07
ZNF333,3.121071e-05,3.439121e-08,2.7876775e-05,5.1632933e-06
PPP1R16A,0.00028053368,7.4410325e-11,5.754329e-11,2.8844215e-11
ORAI2,3.4539646e-06,2.7576443e-09,2.3693528e-05,1.544923e-05
ALKBH4,3.8897015e-06,7.532688e-09,1.3802425e-07,4.2302395e-06
SH2B2,2.3258785e-10,1.3351334e-09,5.0787985e-05,4.6586652e-07
C5orf45,4.175742e-05,6.880837e-06,3.803891e-09,1.3618407e-05
SQSTM1,2.542389e-10,2.0288414e-10,1.2152118e-10,0.0007814471
MAML1,2.752007e-05,1.8111812e-05,1.0927848e-05,1.1903996e-05
PGLYRP2,1.7195352e-06,6.001976e-07,1.1465141e-06,1.9539668e-06
FBXL13,0.00021817898,1.0039976e-05,5.309173e-10,6.321609e-10
NAPEPLD,6.643582e-05,8.2487604e-05,4.5160925e-10,1.3689972e-09
PSMC2,6.644295e-06,2.2161807e-05,9.2532156e-07,4.8109428e-06
MFSD12,1.6076933e-07,7.3434976e-06,4.357393e-08,8.330011e-07
DVL3,3.693659e-06,2.2004415e-06,1.833848e-06,1.5822671e-07
ABCF3,1.715038e-06,1.5509673e-06,5.373486e-07,8.356897e-07
PCYT1A,4.096952e-07,3.4427342e-06,2.2670802e-06,1.303471e-06
FBXO27,4.333709e-06,1.873827e-06,1.5020761e-07,7.2238333e-07
DMKN,0.0004067311,6.849485e-11,5.383241e-11,2.6861008e-11
BDH1,7.2073976e-06,2.6243659e-05,2.9357197e-10,3.5101706e-08
THAP8,0.00010095976,0.0001029514,1.861245e-05,6.368819e-05
ZNF382,1.02889035e-05,9.858299e-10,4.8846465e-09,1.44187e-06
LRRC56,3.1436111e-06,1.1757476e-06,4.8375254e-10,1.3912296e-09
PLXDC1,8.167331e-10,5.762125e-08,5.376021e-06,2.9919895e-06
PGAP3,1.1676201e-05,1.4849162e-05,1.2318138e-09,2.1347169e-06
IKZF3,1.09688744e-10,2.5545993e-10,2.0195984e-10,0.00010372968
FDXR,1.967912e-06,2.847755e-07,1.6997458e-09,7.0315707e-07
SAP30BP,2.9526806e-05,4.1053536e-05,2.8846394e-05,7.947002e-06
ACOX1,5.6044397e-10,0.0005055169,2.4736616e-10,1.6226442e-10
PRPSAP1,0.00021970633,9.2158686e-10,9.671827e-10,4.1101303e-10
ZNF577,7.2447897e-06,1.1139687e-06,1.3042823e-05,6.011248e-06
TMEM143,1.531039e-05,6.921048e-06,7.0326704e-09,4.0770956e-06
ALDH16A1,4.930746e-06,8.5954625e-06,3.8356785e-07,1.7304288e-06
MPP3,0.000117867225,3.3416397e-10,4.313447e-10,9.711418e-11
LSM12,2.351271e-05,4.4841745e-05,1.8270566e-05,1.0234169e-05
EMC10,0.0003180652,1.5284733e-10,1.2008158e-10,7.908272e-11
JOSD2,3.7887103e-11,7.48379e-11,0.00044434716,2.9542657e-11
DBF4B,1.9987488e-05,9.622496e-06,1.34126185e-05,3.738307e-06
FMNL3,9.800418e-11,2.8461028e-10,0.0005062051,4.513069e-05
RACGAP1,7.5057655e-10,1.3303445e-05,5.330157e-06,6.1030873e-06
LARP4,7.588787e-05,6.898219e-05,7.0728995e-05,3.4168792e-05
GRASP,2.3187646e-10,5.233087e-10,2.9812443e-05,3.42777e-09
RAVER1,1.3328347e-05,8.75425e-06,3.5126352e-06,5.3002045e-06
SPC24,1.4161491e-06,7.660975e-06,1.119052e-06,1.0902858e-06
LEMD2,5.7296465e-06,7.0809006e-06,1.1965275e-05,1.803419e-06
