,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
POLR3A,5.760057e-05,5.008327e-06,1.7199625e-05,8.834521e-06,4.802142e-06,5.2751297e-05,3.509588e-06,2.268803e-05
HERC4,0.0010559496,8.025973e-09,0.0006475764,4.7962953e-05,7.952008e-09,0.0001211241,9.1636405e-09,5.6296945e-09
C10orf11,0.0007160963,2.5037907e-09,6.016667e-10,4.1812864e-10,1.8191316e-09,0.0019350752,2.5733702e-09,0.00044085598
CAMK2G,1.2468285e-09,4.4437035e-10,0.00049997657,1.3479985e-10,3.8502332e-10,1.7577358e-10,4.5679502e-10,2.4218222e-10
GLUD1,0.0008079154,3.932595e-10,3.1870886e-10,1.0321732e-10,3.521399e-10,1.6283086e-10,4.114444e-10,2.145014e-10
HTR7,1.36863455e-05,6.9520634e-09,3.018448e-06,6.9654226e-07,4.877441e-09,3.1104108e-10,7.197235e-09,1.2571374e-09
RPP30,2.0213338e-05,5.202621e-07,1.1546273e-08,2.7456065e-06,1.0208215e-06,7.546858e-06,8.6660584e-08,2.7697965e-06
FRA10AC1,0.0006253076,4.0814133e-10,2.7130467e-10,9.573374e-11,3.665561e-10,5.9519717e-10,4.183448e-10,2.1211077e-10
ADD3,2.9825192e-10,3.3675016e-10,2.920796e-10,8.8992806e-11,2.9404776e-10,1.4446888e-10,0.0023855222,1.681449e-10
HABP2,1.81843e-10,5.636966e-10,4.5218332e-10,1.0888123e-10,5.1566745e-10,1.0026445e-05,5.7409133e-10,2.2429872e-10
DNAJB12,4.826303e-05,4.0749924e-08,3.9658685e-09,1.7112541e-06,1.8485942e-08,2.4107721e-05,3.360755e-08,1.9727237e-05
EIF4EBP2,1.6455691e-05,6.1915753e-06,1.4493636e-05,4.138489e-06,8.335292e-06,6.539879e-05,4.900313e-06,1.26917175e-05
PLEKHS1,0.00030163708,3.3096326e-10,2.697809e-10,6.913722e-11,2.9845396e-10,1.8798222e-05,3.4114558e-10,1.4683128e-10
TCF7L2,1.9313495e-10,7.443648e-10,0.003788957,1.4438127e-10,6.7290223e-10,0.00052461645,7.740981e-10,3.620314e-10
LRRC27,1.5933341e-06,7.567437e-09,4.69805e-06,3.2292596e-07,7.091628e-09,2.1746158e-05,7.472273e-09,1.5320992e-09
GSTO1,6.095347e-11,1.389521e-10,9.662603e-11,0.00069216656,1.2408707e-10,5.3305093e-11,1.4288956e-10,7.4035306e-11
TAF5,8.442872e-06,2.533433e-07,1.65353e-06,4.369638e-07,5.679168e-08,6.7604647e-06,1.3390118e-06,2.3459904e-06
PPRC1,1.976846e-05,2.8668992e-06,3.5591373e-05,1.0416715e-06,5.34207e-06,1.1734265e-06,1.6674296e-05,4.0500592e-05
ITPRIP,0.00043364422,5.0839855e-10,2.3865318e-10,1.0044432e-10,4.5371853e-10,9.835962e-11,5.304679e-10,0.000101090605
CNNM2,0.00013804645,8.227331e-08,4.267952e-05,2.2349708e-05,3.915878e-08,0.00013185102,3.1734317e-08,1.201457e-05
PDCD11,2.5744703e-05,8.763567e-07,2.327582e-05,3.456103e-06,7.04606e-08,1.8826318e-05,5.0043163e-06,1.2047591e-05
ADAM12,3.9173407e-05,2.665724e-09,7.3548223e-10,6.5544855e-06,4.508487e-09,3.7746253e-10,2.4884412e-09,0.00016927326
RGS10,6.998768e-11,1.4625716e-10,1.0170259e-10,3.461161e-11,1.3028047e-10,5.4504692e-11,1.5065456e-10,0.0005196074
BTBD10,0.0001093708,1.4911573e-09,0.0001540964,6.3191052e-09,1.2362388e-09,0.0003043396,1.6405108e-09,7.339156e-10
GAS2,7.769397e-10,2.033247e-09,4.180398e-06,8.8160255e-07,1.6331554e-09,0.00019417272,2.1259936e-09,5.499815e-10
LIN7C,1.5043755e-09,3.67988e-06,5.418258e-06,1.2856366e-06,4.3874834e-06,2.431248e-06,4.1850844e-06,2.2247982e-06
LRRC4C,1.3838011e-05,1.4268414e-07,6.9313684e-09,7.097972e-06,3.0989559e-06,0.00021311267,3.2307997e-07,1.5491336e-05
IMMP1L,1.2159375e-10,0.0010875703,1.8272646e-10,5.815267e-11,2.1877505e-10,1.4007318e-10,2.5562763e-10,1.2461361e-10
PGAP2,9.140403e-06,8.173179e-09,4.260656e-05,1.6630249e-06,6.6019092e-09,5.6789057e-05,8.661691e-09,1.1627929e-09
ZNF214,4.9746524e-10,2.0156637e-08,2.8970055e-06,2.566809e-07,2.630876e-07,1.5761407e-05,1.0466484e-08,1.8812174e-09
ZNF215,2.7097942e-06,1.9133295e-09,1.3775244e-05,2.4335236e-06,1.6262485e-09,2.415198e-10,2.118206e-09,5.394262e-10
APIP,3.244268e-05,5.277378e-07,1.7594584e-08,6.1829132e-06,1.3021663e-06,4.004864e-05,3.770851e-08,5.7374248e-09
PAMR1,2.7421197e-07,2.7689564e-08,1.1524903e-09,1.1578792e-06,2.7317221e-06,1.500733e-05,1.4241545e-08,2.2560902e-05
DGKZ,2.3372624e-05,2.390905e-07,4.8716374e-06,8.8527423e-07,1.1758832e-08,1.1208302e-06,1.8227249e-07,1.6090207e-06
EIF3M,8.4603574e-11,1.7569818e-10,1.2654969e-10,4.161235e-11,1.5637444e-10,7.1608185e-11,1.816028e-10,0.0012786383
TNKS1BP1,1.03218496e-10,2.6396554e-10,2.103277e-10,5.910135e-11,0.0014421444,1.3428275e-10,2.7373104e-10,1.4421146e-10
SERPING1,6.221284e-11,1.4289092e-10,9.894311e-11,0.00148576,1.277628e-10,5.6370165e-11,1.4705073e-10,7.616969e-11
SLC43A1,4.092471e-06,1.3168645e-07,5.176717e-07,1.2259793e-06,3.7408356e-08,3.114831e-06,1.785596e-07,2.1780495e-06
PTPRJ,0.00229275,1.8771886e-09,0.0007536552,1.1479402e-09,1.6015521e-09,4.361382e-09,2.021191e-09,4.4817006e-10
C11orf49,5.0648725e-09,1.267616e-09,0.00032477244,3.5856784e-10,1.0876546e-09,0.00045635665,0.0026053616,4.7636983e-10
ARFGAP2,4.4821113e-06,1.2549914e-08,4.958478e-06,6.894904e-07,8.355916e-09,1.2074656e-05,1.5312557e-08,1.9342372e-09
CELF1,8.7994473e-10,0.0032555235,6.6080663e-10,1.5468031e-10,5.555069e-10,4.6863195e-05,6.8737266e-10,2.9373215e-10
HIKESHI,1.03702366e-10,1.829671e-10,1.2602265e-10,4.6156884e-11,1.6251159e-10,0.0004170741,1.8926975e-10,9.781127e-11
ENDOD1,2.2717171e-05,9.3338235e-07,2.0993484e-05,7.1147146e-09,7.931502e-08,2.1455553e-09,1.2929252e-06,2.527547e-05
CCDC82,4.2464137e-05,2.299768e-06,8.966048e-06,3.6303268e-06,3.6040617e-06,2.1069904e-05,3.628783e-06,1.2894189e-05
TENM4,6.688706e-05,4.812641e-06,2.0753514e-05,1.8865552e-05,3.246323e-05,6.2599603e-10,1.1736341e-07,0.00018372231
CAPN5,7.22734e-11,1.7117012e-10,0.00033568154,4.0206262e-11,1.5362038e-10,6.362783e-11,1.7730262e-10,8.98065e-11
INTS4,4.4149358e-05,4.175622e-09,1.353563e-05,6.8013605e-06,2.8115086e-09,2.771608e-05,4.7291002e-09,1.1629792e-09
PAK1,2.2619336e-10,4.615735e-10,8.28725e-10,1.0462142e-10,4.069233e-10,4.4220164e-10,0.002305922,1.9324588e-10
RPS3,6.00458e-11,1.3711028e-10,9.540799e-11,0.009582328,1.2273174e-10,5.239666e-11,1.4134126e-10,7.3087134e-11
TTC12,1.709963e-05,3.153735e-09,4.550531e-05,3.1373904e-06,2.6682216e-09,7.1921444e-05,3.2446235e-09,7.138498e-10
NCAM1,3.7601123e-05,1.45183e-09,6.4517774e-10,9.864448e-10,1.256114e-09,4.413715e-05,1.427036e-09,4.7688803e-10
NPAT,0.00021846755,1.0771423e-09,6.7145867e-10,3.9479192e-10,9.591126e-10,1.0279305e-08,1.098343e-09,5.463857e-10
ATM,0.0006796825,3.7963147e-10,2.4026317e-10,1.14348385e-10,3.3285674e-10,2.0457094e-10,3.8989414e-10,1.895349e-10
SLX4IP,0.00012576263,1.9296145e-07,0.00014402154,1.9965619e-05,1.1819759e-06,0.00014817921,7.3027465e-08,2.9053013e-09
P4HA3,2.3753105e-10,7.477901e-10,2.8518082e-10,2.1987231e-10,8.068854e-10,9.2970256e-11,7.9562673e-10,3.444634e-05
ST14,8.1224145e-11,1.8371756e-10,1.488142e-10,4.377913e-11,1.6444009e-10,0.0006616126,1.9099013e-10,9.478368e-11
HYOU1,3.8985067e-06,9.731389e-07,7.1036197e-06,9.639456e-07,1.3013098e-06,7.761492e-07,1.6010537e-06,1.0645308e-08
KAT14,7.2036596e-06,2.2684684e-08,7.648711e-06,1.0883266e-06,1.4222597e-08,1.0355922e-05,1.565235e-08,1.2069894e-08
TMEM138,1.6792961e-05,3.3477116e-07,3.0466863e-06,2.1656635e-06,8.929236e-08,4.6958285e-06,3.1078775e-07,2.4399933e-06
INCENP,8.730255e-06,1.2583021e-07,1.14454615e-05,2.2586799e-07,5.8308586e-08,3.8827748e-06,8.268043e-08,1.611563e-09
FRG1BP,2.524372e-05,4.456625e-09,1.5572805e-05,3.0188683e-06,4.194276e-09,1.9913998e-06,4.3271857e-09,1.0240983e-09
CPSF7,1.824294e-10,2.404805e-10,1.6712685e-10,6.384519e-11,2.121905e-10,0.00030447575,2.49438e-10,1.3008307e-10
B3GAT3,9.3675845e-11,1.8059143e-10,1.2613664e-10,4.3732146e-11,1.6038837e-10,7.250176e-11,0.0009849862,9.527742e-11
CCDC15,1.0034519e-05,8.869254e-07,3.0286585e-06,8.5677135e-07,3.9924817e-07,6.031553e-06,3.8091076e-07,7.750707e-09
CHEK1,1.2463353e-05,1.5929565e-05,1.9559142e-05,1.3554612e-06,1.570198e-05,4.982328e-07,1.2428374e-05,3.7127774e-09
FEZ1,1.016818e-05,1.9084157e-06,1.2140935e-05,3.4143532e-06,6.235044e-06,7.887195e-06,2.4312594e-06,1.3197512e-05
ESAM,0.00053998374,1.3917464e-10,9.648532e-11,3.23218e-11,1.2432753e-10,5.2945783e-11,1.432995e-10,7.453575e-11
MPZL2,7.654296e-11,1.7375691e-10,1.3140374e-10,4.0452797e-11,1.5527504e-10,7.1297857e-11,1.8018818e-10,0.00054566417
SIDT2,6.322409e-05,6.741513e-09,9.158508e-08,8.653745e-06,4.998852e-09,5.5696573e-06,8.2027425e-09,1.9676384e-06
TMEM25,9.576461e-07,1.1919291e-08,9.352897e-06,8.8602843e-07,1.0059454e-08,1.0575725e-05,2.0416342e-08,1.7328503e-09
JPH2,1.4947254e-07,7.026882e-08,6.5814697e-06,2.3350431e-07,1.1400051e-06,2.2846953e-06,2.3519513e-08,2.3758152e-05
KIAA1755,2.80133e-07,2.0059476e-09,7.2784034e-10,2.0470141e-09,1.9627269e-09,2.0993011e-10,2.0303403e-09,6.9408843e-06
DSN1,3.1907886e-05,5.688893e-06,4.256235e-06,4.39371e-06,5.282966e-06,3.00809e-05,3.864212e-06,1.2397253e-07
SOGA1,5.5046778e-05,7.85178e-06,1.838839e-08,1.0913869e-09,4.506727e-06,3.192658e-05,3.8817197e-06,0.00019592495
CNBD2,1.6648286e-05,8.078822e-09,1.9224255e-05,9.179342e-07,5.2816227e-09,1.12992975e-05,1.2905218e-08,3.1822855e-09
CDH22,2.73037e-10,5.255583e-10,3.7222483e-10,1.204447e-10,4.678944e-10,2.6579337e-05,5.4670685e-10,2.262257e-10
CABLES2,8.626533e-07,3.2786274e-09,4.341076e-06,1.7253244e-09,2.4025093e-09,3.786426e-06,4.110877e-09,6.1507427e-10
ORAOV1,4.760055e-05,9.479002e-07,8.031811e-06,4.107419e-06,4.0395034e-06,3.3447886e-05,3.9279834e-07,6.6934567e-06
NUDT22,2.1793294e-06,1.935525e-09,9.285954e-10,1.7433063e-09,1.5822716e-09,6.766721e-06,1.9787056e-09,7.2605727e-10
FERMT3,2.7258136e-05,4.0448117e-06,2.3370372e-05,6.1833025e-06,4.253253e-06,7.383278e-08,1.536297e-07,8.208325e-10
PLCB3,1.1379728e-06,8.769135e-07,4.1484214e-05,3.8997283e-07,9.532578e-07,1.5422593e-06,2.271506e-06,2.2689561e-09
VPS51,6.5678294e-05,8.178375e-08,5.4557542e-05,8.64412e-06,2.715918e-08,4.268798e-05,1.5925319e-06,1.02045515e-05
PPP4C,6.189399e-11,1.4130702e-10,9.891763e-11,0.0004024095,1.26172e-10,5.455108e-11,1.4544291e-10,7.5186135e-11
DOC2A,3.2794392e-06,1.2144002e-07,6.606901e-06,9.957529e-10,1.0256019e-08,5.4683205e-06,1.3902046e-07,1.0266629e-06
TMEM219,6.3068044e-11,1.4286694e-10,1.0026726e-10,3.321247e-11,1.2752761e-10,5.5433918e-11,1.4693409e-10,0.0018563917
HMGA2,2.4256822e-10,2.947807e-09,3.91032e-05,1.2163e-09,4.2478634e-09,0.00026159213,2.9841027e-09,8.461394e-10
CNKSR2,1.5539159e-05,1.3684334e-09,4.8478055e-10,1.928063e-06,1.1400784e-09,2.9742514e-06,1.3870354e-09,9.498515e-10
KLRF1,1.8765231e-05,5.0259535e-10,3.460905e-10,1.5256742e-10,4.1634124e-10,3.4431802e-10,5.2246096e-10,2.0656944e-10
CLEC1A,2.4857043e-09,9.486041e-10,3.4379893e-10,1.3774802e-10,7.604648e-10,1.3054463e-10,9.744189e-10,7.976504e-05
MPP7,0.00029752386,8.7365837e-10,6.0934324e-10,1.1648373e-09,7.1145206e-10,0.0001190147,9.214692e-10,2.8810745e-10
ITGB1,8.723991e-11,1.9011602e-10,1.3960215e-10,4.4531615e-11,0.0036657783,7.672976e-11,1.9687398e-10,1.0096485e-10
CWC15,7.7405346e-11,1.7913275e-10,0.0018572982,4.3040183e-11,1.6041835e-10,7.017549e-11,1.8397459e-10,9.585396e-11
ARID5B,0.002361213,6.771175e-10,3.7424303e-10,2.474851e-10,6.08882e-10,3.2041855e-10,7.007788e-10,4.50429e-10
DCUN1D2,2.1555064e-05,4.0267223e-06,6.647137e-05,7.4326647e-07,5.3188483e-08,2.3179946e-05,8.648728e-06,1.1244668e-05
TMCO3,8.5131596e-11,1.9152491e-10,0.0006976243,4.5015137e-11,1.713341e-10,7.7175814e-11,1.9806792e-10,1.0240919e-10
TIRAP,9.0771455e-06,7.1278894e-09,6.1302417e-06,2.7763326e-07,5.2420206e-09,1.8268633e-05,6.385488e-09,1.1636693e-09
EEF1AKMT1,1.5626318e-05,1.3368362e-08,4.6080254e-06,1.1446601e-06,8.504826e-09,3.749388e-05,1.2208025e-08,2.1908722e-06
LATS2,2.5911043e-10,7.189575e-10,0.0011289841,1.7911943e-10,6.2143735e-10,0.000269836,7.414346e-10,3.9207018e-10
SAP18,6.04292e-11,1.3784685e-10,9.580827e-11,3.2035666e-11,1.2325395e-10,5.2949114e-11,1.4189147e-10,0.0034551888
KIAA1328,0.00014952566,1.108458e-08,2.1231732e-09,2.5036574e-05,9.557675e-09,0.00024069734,1.1055738e-08,2.916556e-05
FAM124A,6.077867e-10,3.348794e-09,5.7939575e-10,3.0236855e-10,3.0566174e-09,3.3232996e-06,3.986398e-09,2.8855557e-05
CTAGE5,1.7869537e-05,6.675894e-10,1.2656519e-09,1.9018927e-10,0.0016155705,9.682759e-09,7.131e-10,2.7210795e-10
HNMT,7.563995e-11,0.0017939572,1.2963772e-10,4.0872618e-11,1.6112671e-10,9.032943e-11,1.8611233e-10,9.27363e-11
LYPD1,2.0749466e-10,4.9459596e-09,4.2230326e-06,1.3511254e-07,1.8796616e-08,1.4863968e-05,4.0835095e-09,8.4968443e-10
LYPD6B,1.4144319e-10,4.2680995e-10,7.0222166e-05,9.60956e-11,3.823872e-10,0.00017872734,4.528099e-10,1.7794972e-10
PDCD4,3.2233657e-10,0.002449722,2.7231978e-10,1.2904491e-10,3.9437498e-10,6.865987e-05,4.7339077e-10,2.0207275e-10
GPM6A,5.505087e-05,4.4038213e-09,4.7748857e-05,9.4280595e-06,3.2899659e-09,5.1413273e-05,5.7021103e-09,6.578934e-06
WDR17,1.4252294e-06,1.637623e-08,8.614534e-06,1.7094778e-06,1.1782382e-08,2.1584912e-05,1.1916859e-08,1.3991571e-09
VEGFC,3.2253644e-10,7.563739e-10,3.2041733e-10,1.2511994e-10,6.6606437e-10,1.03655695e-10,8.283662e-10,0.00020917694
CCDC102B,3.1510712e-09,1.540227e-09,4.2113407e-10,8.20122e-10,1.5022621e-09,2.9839134e-10,1.4722142e-09,0.000288287
CD226,0.0001295159,3.6037104e-10,1.9909666e-10,1.3527918e-10,3.040654e-10,1.3268364e-10,3.7348716e-10,1.6823536e-10
FSIP1,4.750674e-06,2.4583867e-08,2.0544577e-09,1.3743148e-07,1.0422636e-08,2.6904057e-05,2.0100279e-08,5.961755e-06
DLG2,2.35155e-06,3.1897844e-09,5.819098e-10,1.0374198e-09,2.9617107e-09,0.0008277614,3.0691774e-09,0.00047140862
PRSS23,1.9206009e-10,4.5836163e-10,2.4290667e-10,8.895072e-11,4.0784248e-10,1.3300164e-10,0.0014528525,8.397437e-10
MTMR12,1.2245777e-05,8.4943e-10,6.4923167e-10,3.23868e-10,7.2238987e-10,0.00073616946,8.984887e-10,4.0455517e-10
PPP1R1C,2.9370917e-10,2.8416778e-09,6.827652e-05,1.0606167e-09,2.8435323e-09,2.560793e-06,2.782206e-09,5.447208e-10
CCT5,9.854268e-06,1.0941419e-06,1.61888e-05,1.5805608e-06,2.7329077e-06,4.089295e-08,2.7153822e-06,2.7204312e-06
FAM173B,4.036573e-06,5.2628684e-09,2.529884e-05,7.9347296e-07,4.2054187e-09,1.1003655e-05,5.827453e-09,1.0933286e-09
DOCK1,2.7104557e-10,1.44181e-09,0.0016606597,2.1127176e-10,1.3470995e-09,0.00035647984,1.4655324e-09,1.3658936e-05
DIXDC1,2.9349587e-06,7.3671043e-07,1.8437517e-05,9.846361e-07,1.0140566e-06,7.639289e-05,6.7994215e-06,1.679964e-05
DLAT,6.2168554e-05,1.298375e-05,2.4815976e-05,1.1878141e-05,1.9555207e-05,7.627503e-05,7.1062486e-06,6.6736916e-06
PIH1D2,5.916533e-10,1.1304518e-08,3.2761331e-09,9.878222e-08,1.25454385e-08,2.3095698e-05,6.809281e-09,1.9363633e-09
C11orf57,9.434347e-06,3.9755837e-06,1.4354168e-05,3.6796623e-06,6.5186664e-06,1.2111331e-05,4.3799373e-06,5.9828085e-07
PTS,2.2328128e-05,2.5140641e-06,7.3188006e-05,2.5265504e-06,1.3515985e-05,5.9483325e-05,9.051835e-06,4.2767973e-05
PIP4K2A,0.0027387536,4.6234533e-10,2.684151e-10,1.8477428e-10,3.9592532e-10,1.3520952e-10,4.78739e-10,2.5642213e-10
FREM2,8.524392e-10,1.5765599e-09,6.1679307e-06,3.949305e-10,1.3123623e-09,0.00014968432,1.7208515e-09,5.0375276e-10
FOXO1,0.0020937002,3.0855185e-09,1.0861558e-09,4.8318682e-08,2.768126e-09,1.4989306e-09,3.6167886e-09,0.0007299906
CRIM1,1.7013958e-10,4.971551e-10,0.0023716588,9.560947e-11,4.4860365e-10,3.2837565e-05,5.190303e-10,3.6792336e-10
SEC24D,1.1486192e-09,6.420009e-10,0.00077519985,2.766821e-10,5.770962e-10,1.208043e-10,6.604148e-10,8.8761287e-10
ABCB9,2.8989633e-09,3.2939974e-05,3.258283e-05,1.5284815e-05,1.5996045e-05,9.125548e-05,4.13977e-05,3.0156832e-06
RILPL2,0.00024442998,4.062263e-09,5.479492e-10,1.5428233e-05,3.5783423e-09,2.2258548e-10,3.6977383e-09,0.000168856
DHX37,1.397e-05,3.0313703e-07,1.841439e-05,7.02012e-07,1.11820114e-07,7.933569e-06,3.7158009e-06,4.4997737e-06
ITPR1,0.0008475735,6.8338424e-10,3.26823e-10,2.2265682e-10,5.955833e-10,1.3907072e-05,6.99717e-10,3.813558e-10
SLC7A11,8.125472e-10,2.3626916e-09,4.6544512e-05,9.0889915e-07,2.1116389e-09,1.9489195e-10,2.6434104e-09,7.0175527e-10
DCP1B,5.2975006e-06,2.220205e-08,2.6699538e-06,5.0414377e-07,9.667036e-09,8.360855e-06,1.798371e-08,1.5952656e-07
CACNA1C,5.2326476e-10,1.1236241e-09,4.6094356e-10,3.542309e-10,1.0458755e-09,1.9759891e-10,1.1357247e-09,0.00087469147
THRB,7.2429593e-06,1.6474154e-09,0.0008053042,2.3042632e-05,1.4185502e-09,2.656875e-10,1.7818415e-09,7.1530004e-10
NGLY1,0.00057632936,6.531416e-10,5.6144966e-10,2.0810662e-10,5.823395e-10,3.4724962e-10,6.767598e-10,3.1525305e-10
UEVLD,6.173395e-05,1.9114696e-05,8.48871e-05,4.5086226e-06,1.4394691e-05,7.0164526e-05,1.8663928e-05,2.3057493e-05
TMEM263,3.7800924e-05,7.920489e-06,9.708224e-05,1.3677968e-05,2.299958e-05,3.2976433e-05,1.4261709e-05,4.761971e-05
UBE3B,5.5326607e-05,1.7352757e-08,1.9200454e-05,4.2845804e-06,1.1332043e-08,3.521697e-05,2.0819336e-08,1.5002008e-05
ANK3,0.00022997662,8.3576496e-10,1.3805004e-09,8.6487445e-10,7.0653106e-10,0.0012257147,8.904667e-10,2.8275599e-10
IPMK,0.00012382572,8.970171e-08,4.1977302e-05,9.638551e-06,1.856293e-08,2.049122e-05,1.9108387e-05,2.6217669e-05
PLBD2,3.6415287e-05,5.385242e-06,1.9315983e-08,4.4815815e-06,3.9648385e-06,1.6768669e-05,7.852694e-06,1.7105223e-05
DLG5,3.6181605e-06,3.126338e-07,0.00021408455,6.0656675e-06,1.6193402e-05,0.000111411005,9.850593e-06,2.3263148e-05
SLC2A13,4.6206264e-05,3.253878e-08,8.492832e-05,6.3341017e-06,1.3403417e-08,7.803307e-05,2.968326e-06,2.3750943e-09
GXYLT1,5.0418614e-05,1.3443641e-08,6.802619e-06,5.868957e-06,8.990978e-09,6.060443e-05,1.6983174e-08,3.020638e-09
DIP2C,5.0382193e-10,4.773533e-09,0.0001379934,1.6375035e-09,7.1093966e-09,0.0005598698,5.2862186e-09,0.00027336352
EIF4E,0.00018525087,0.000121463956,9.379959e-05,6.348807e-05,0.0001504969,1.9440125e-05,0.00013989606,8.862229e-05
MAGI1,2.4995903e-10,2.3237334e-09,2.7758718e-09,2.565141e-10,2.1574065e-09,0.007022491,2.5607327e-09,0.0005994194
TEX30,9.079778e-06,2.5420354e-06,4.958891e-09,1.3608845e-06,2.908111e-06,6.119523e-06,1.997559e-06,1.5847371e-06
CSNK1G3,0.00035189372,1.3342246e-09,1.3574976e-06,3.0173253e-10,1.2614512e-09,8.932575e-06,1.3812826e-09,6.3109956e-10
SRFBP1,4.4821652e-05,3.9190054e-06,1.0284852e-05,4.5535758e-06,3.0913786e-06,8.022418e-06,1.2044524e-05,3.5164783e-05
AKAP6,2.1315727e-05,5.403481e-09,1.5936386e-09,8.906758e-06,4.9441202e-09,0.00012939319,4.897306e-09,1.8198782e-05
NPAS3,6.0871364e-10,8.47537e-09,0.00011386861,7.326824e-07,1.4088815e-08,0.0002204588,9.946525e-09,0.0001493753
FAM177A1,9.675973e-11,2.0449605e-10,1.459253e-10,0.00030338738,1.8241271e-10,8.1103554e-11,2.1149713e-10,1.10943615e-10
MBIP,1.1163604e-10,2.2761722e-10,1.8048468e-10,5.807752e-11,2.0366732e-10,0.00022258531,2.359655e-10,1.198283e-10
MIPOL1,3.8674636e-10,3.2198233e-08,0.00027228895,7.36689e-08,2.4760739e-06,7.9176236e-05,2.9471453e-08,3.64614e-05
EXT2,0.00038332888,5.8758787e-10,4.450082e-10,1.36693e-10,5.3470084e-10,5.259514e-10,6.022396e-10,3.201925e-10
TMEM18,3.6884353e-06,2.1129855e-08,4.665534e-09,2.2836748e-07,1.3547323e-08,1.1660689e-05,2.1658721e-08,1.3135702e-06
ME3,7.196957e-10,6.8182425e-07,4.0216065e-08,8.0332735e-10,4.4567818e-07,2.3466004e-05,8.3417206e-07,1.1512436e-05
ADAMTS12,4.7585585e-10,1.1994132e-09,4.0765352e-10,4.560481e-10,1.2842523e-09,1.5872098e-10,1.1457594e-09,9.3825256e-05
NUBPL,0.00015502014,1.651185e-08,0.00011390739,2.5432539e-05,1.278663e-08,0.00024201279,1.7785352e-08,2.1915044e-05
NEK7,5.8058864e-05,5.804421e-10,8.442355e-10,1.6840326e-10,4.89807e-10,6.191692e-10,6.223032e-10,0.0008004819
FER,4.4105553e-05,6.4254513e-09,7.4187105e-06,1.031511e-06,5.572752e-09,0.0007868737,8.1400415e-09,9.8515186e-05
VIPAS39,2.2460368e-05,1.0624233e-08,3.964553e-05,2.256683e-06,7.3899384e-09,1.498935e-05,1.3161281e-08,3.5299546e-09
ANKRD50,4.3524795e-10,2.8494708e-06,7.451374e-05,8.000978e-10,8.092452e-06,1.6866132e-07,1.3700233e-06,1.7434379e-05
UPF2,1.0948976e-10,2.0302891e-10,1.4553558e-10,4.9271327e-11,0.002650536,8.6252484e-11,2.1016648e-10,1.0543896e-10
CDC123,5.3652548e-06,3.3402506e-10,2.163083e-10,1.1025171e-10,2.8864483e-10,0.0005132884,3.4756834e-10,1.9051931e-10
SCLT1,0.00019657103,6.7739143e-06,2.442127e-05,1.472758e-05,4.435156e-08,3.6643607e-05,1.251236e-05,5.3764183e-05
CCDC3,2.3530632e-05,9.847268e-06,6.700297e-06,2.9850578e-06,2.683657e-08,7.453704e-05,2.489263e-05,6.229805e-05
C4orf33,2.6116528e-05,1.5107749e-07,1.0051875e-05,3.7764837e-06,3.7431138e-07,7.969155e-06,3.8877263e-07,1.015046e-05
FRMD4A,0.00038724096,1.4602838e-09,4.18605e-10,4.296622e-10,1.1974727e-09,0.0010223751,1.4092677e-09,8.596779e-05
PTPRO,1.0939442e-05,4.775864e-09,2.6877042e-06,5.240956e-07,3.88862e-09,1.9012157e-05,5.416617e-09,1.0157043e-09
EPS8,1.4420293e-10,0.003627138,7.285154e-10,9.3140294e-11,3.5072958e-10,1.2230177e-10,4.120334e-10,2.2490448e-10
VPS26B,4.530804e-06,1.3935629e-07,3.0300262e-09,7.47824e-07,6.1405395e-08,1.1654969e-06,7.885435e-08,1.7042022e-06
NCAPD3,5.4320644e-05,5.8119776e-06,8.613745e-06,3.42555e-06,2.327523e-06,4.3890273e-06,3.2954663e-06,6.61954e-08
VTI1A,0.0011489503,1.03112345e-08,0.00033753636,6.098808e-05,6.8782158e-09,0.00026515598,1.3129714e-08,1.3822901e-08
QDPR,6.702632e-11,1.4804218e-10,0.0005681389,3.4812746e-11,1.3198674e-10,5.742148e-11,1.5253919e-10,7.8772155e-11
FAM160B1,5.4571017e-05,2.2181268e-08,8.360336e-06,2.8821191e-06,1.0778827e-08,3.3277505e-05,3.0928852e-08,8.893707e-09
TEX9,1.1766562e-06,2.7485392e-09,5.332743e-05,1.1675317e-06,2.407174e-09,9.297887e-05,2.8545746e-09,6.2325706e-10
QTRT2,2.5499741e-05,5.2643422e-06,4.445427e-05,4.734884e-06,9.190926e-06,1.44593705e-05,1.0067416e-05,4.2270395e-07
MMAA,1.6561638e-06,5.4926083e-08,1.0272609e-05,1.4529695e-06,4.5092033e-08,1.681046e-05,4.96694e-08,3.2036616e-09
ZNF827,0.00011414923,1.0875203e-08,0.00022702239,1.6141857e-05,1.1921065e-08,9.684616e-05,1.1985221e-08,4.511584e-09
EDNRA,3.3046935e-10,9.775314e-10,3.289161e-10,6.1749805e-10,1.0332019e-09,1.2507176e-10,9.2754915e-10,0.0002883065
NR3C2,0.000103127204,2.3304134e-09,0.00024240362,2.8835477e-05,1.8928248e-09,0.00054701,2.4326798e-09,7.584701e-10
AKR1C2,2.297028e-10,1.755723e-09,4.8094455e-05,3.8870387e-10,1.8741406e-09,4.292771e-05,1.9783017e-09,5.5338445e-10
