,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15
ARID1A,2.0609757e-10,8.5691393e-10,6.4591455e-05,4.7944904e-10,1.3184742e-09,4.462534e-10,8.040984e-10,9.2230085e-10,4.0034104e-10,1.3117617e-09,7.2159245e-10,0.0032512448,2.673141e-10,5.006865e-10,4.394832e-10,1.0430825e-09
CENPF,7.003726e-10,3.6836665e-09,6.639006e-06,3.8657008e-10,2.6395663e-09,3.439879e-06,3.6749013e-09,2.5654603e-09,1.7371178e-05,1.9047943e-09,1.1446372e-08,3.6156025e-09,6.9382833e-10,1.373351e-10,2.0215248e-05,1.5429232e-09
RPA2,7.461769e-11,2.733663e-10,1.2101463e-10,1.3965062e-10,3.4390912e-10,1.5423399e-10,2.398479e-10,2.7575378e-10,0.0008557798,3.1503186e-10,2.2128466e-10,2.5714847e-10,6.365526e-11,8.9206594e-11,1.548846e-10,2.9342978e-10
PPP1R8,9.331976e-10,2.384969e-08,1.5269794e-05,6.2820773e-06,5.0690964e-05,2.5856801e-09,6.1192836e-08,8.387141e-07,6.3639886e-06,4.2339067e-05,1.0088179e-08,6.44691e-07,1.2912026e-06,9.192179e-06,3.391857e-09,2.2724691e-05
STX12,1.8723138e-10,1.079837e-09,1.663614e-09,0.00011244201,1.8239367e-09,0.00096668396,1.0533568e-09,1.2050427e-09,6.4400363e-10,1.956664e-09,8.6633223e-10,1.0895628e-09,2.8798988e-10,1.0503576e-09,4.6343038e-10,1.4617189e-09
MARC2,1.5269842e-10,5.990033e-10,1.4770794e-10,3.467519e-10,7.333461e-10,3.0928524e-10,4.911363e-10,6.0554073e-10,0.00061451213,6.626494e-10,4.522109e-10,5.418329e-10,1.12827296e-10,1.2020747e-05,2.8459074e-10,6.846171e-10
SLC5A9,1.35143665e-08,1.8009888e-06,7.363286e-10,2.2495053e-05,1.3371519e-05,7.4985005e-09,2.6007969e-08,3.874581e-06,3.884343e-09,9.495818e-06,1.5583359e-08,2.4576694e-08,1.5090569e-09,2.9546047e-05,3.177985e-09,1.5056186e-05
OSBPL9,1.3005554e-10,6.7411365e-10,2.7003932e-10,3.2097827e-10,9.345335e-10,3.2044484e-10,5.762679e-10,7.0404915e-10,3.408399e-10,9.263363e-10,5.1439625e-10,6.455766e-10,1.4708804e-10,0.00022069248,0.0026717284,8.635475e-10
TXNDC12,1.1978175e-09,1.7237499e-08,3.9344336e-06,1.1255523e-09,8.5079055e-06,2.385382e-09,1.4194439e-08,2.5663034e-08,5.831448e-06,6.022753e-06,7.63743e-09,9.566671e-08,3.0093722e-07,2.224166e-06,3.9756913e-09,4.236881e-06
ESYT2,3.031302e-10,1.1054277e-09,1.2487373e-09,0.00060674263,1.4537946e-09,6.229029e-10,1.0926178e-09,0.0073697306,9.844653e-05,1.2741026e-09,9.0205343e-10,1.0362471e-09,5.436653e-10,1.4652214e-10,7.690636e-10,1.0302127e-09
MESDC2,1.2206308e-07,9.3718563e-07,1.6426262e-05,8.572361e-06,5.075259e-05,5.469074e-09,2.083022e-06,2.5612399e-06,2.4593895e-05,4.4837383e-05,2.5372662e-08,3.241112e-06,2.113397e-06,1.4029072e-06,7.713292e-09,2.6606294e-05
RCN2,7.4941026e-11,2.771009e-10,1.01335274e-10,1.3903535e-10,3.3888226e-10,1.5337825e-10,2.373241e-10,0.0040221596,1.4722051e-10,3.123091e-10,2.1838566e-10,2.5587835e-10,6.1833344e-11,9.32409e-11,1.5558752e-10,2.9939357e-10
COLEC11,1.734509e-05,1.9707018e-09,9.969308e-05,1.1648556e-08,2.3694475e-09,3.281111e-09,2.0308633e-09,2.0451565e-09,0.0008902929,1.8423383e-09,2.6299176e-09,1.9574256e-09,7.927351e-06,3.9047238e-10,6.274215e-08,1.5449669e-09
STAG1,5.6731425e-10,3.73786e-09,0.0011972628,0.0007009835,2.5661075e-08,1.3773706e-09,3.956281e-09,0.0076473434,1.4849416e-09,0.00012100022,2.9442673e-09,4.331934e-09,9.473751e-09,0.0008039314,1.3390329e-09,8.687916e-09
A4GNT,2.6296051e-10,9.957378e-10,2.3406937e-10,2.1052156e-10,1.1394024e-09,5.156094e-10,7.4383116e-10,9.747144e-10,4.5671572e-10,1.0884992e-09,7.4073914e-10,9.032276e-10,1.7387096e-10,9.575566e-05,4.588261e-10,1.2243393e-09
STK11,7.351442e-10,2.02248e-08,1.0845433e-05,1.5038849e-09,6.0638253e-05,2.7433906e-09,1.604886e-08,3.9175962e-08,3.2617932e-05,6.5791195e-05,1.0665834e-08,2.0320918e-07,4.7651847e-06,3.245184e-05,2.5443503e-09,3.9678438e-05
KMT2A,8.7907036e-11,3.5858902e-10,1.4729579e-10,1.766353e-10,4.592735e-10,0.0008342457,3.1138833e-10,3.6327436e-10,1.9934897e-10,4.2217232e-10,2.828741e-10,3.368992e-10,8.076718e-11,1.4048951e-10,1.8976425e-10,3.9323025e-10
TREH,2.8712605e-10,1.4853863e-09,2.577323e-10,2.8099166e-05,1.7204281e-09,7.493149e-10,1.1328234e-09,1.4892528e-09,3.4951686e-10,1.4742205e-09,1.0080576e-09,1.1823077e-09,2.953676e-10,4.359025e-05,6.5878175e-10,1.544092e-09
IFT46,1.6418499e-10,6.4948064e-10,2.3847027e-10,3.3981432e-10,8.293369e-10,3.4261147e-10,5.522857e-10,6.625698e-10,2.7532757e-10,0.0010865901,5.0662613e-10,6.044606e-10,1.5299753e-10,5.5471067e-10,3.7881775e-10,7.1922224e-10
RPS25,0.019901965,2.213902e-10,7.7484526e-11,1.1177325e-10,2.6886857e-10,1.222458e-10,1.8879742e-10,2.2017069e-10,1.1878451e-10,2.4971983e-10,1.7381226e-10,2.0362229e-10,4.8462314e-11,7.196857e-11,1.240769e-10,2.4046212e-10
DDX59,9.222815e-10,5.512494e-09,2.3225197e-05,2.0592403e-05,3.5451703e-05,1.6776537e-09,6.543565e-09,9.230088e-09,1.911265e-09,3.2399796e-05,4.218353e-09,7.663668e-09,6.0803285e-07,2.5578922e-05,1.4790141e-09,7.1372874e-06
CAMSAP2,3.4310194e-10,1.7872569e-09,3.0242853e-10,0.00023445972,2.2372801e-09,8.287866e-10,1.4660942e-09,1.849288e-09,0.0007880332,2.0212372e-09,1.2922846e-09,1.518646e-09,3.2023098e-10,9.6752556e-05,7.1920436e-10,2.1088333e-09
ATF6,2.7770475e-09,2.536815e-09,0.0003550833,0.0001706152,4.4122035e-09,1.8977628e-09,2.754732e-09,2.7876506e-09,9.997951e-10,0.0037596861,2.632708e-09,2.662157e-09,5.0782874e-06,6.262432e-10,1.6368946e-09,2.6976403e-09
MREG,1.0391497e-07,2.1272482e-08,3.6183348e-05,3.405215e-10,1.4598106e-05,7.1862614e-09,7.148094e-09,1.33134765e-08,4.6713492e-05,2.5802858e-05,1.3848235e-08,1.7598462e-06,1.40454555e-08,2.1933798e-05,5.9802985e-09,1.7977394e-05
FASTKD2,3.1700284e-10,1.0844129e-09,3.1547698e-09,6.1093874e-10,1.5876708e-09,5.7914057e-10,9.757282e-10,1.1630058e-09,0.00057236344,1.4563701e-09,9.0137237e-10,1.0889022e-09,3.3240946e-10,9.710673e-06,5.934571e-10,1.3049317e-09
NRP2,1.11981945e-10,4.1350962e-10,1.4318448e-10,0.0005175671,4.9373705e-10,2.372603e-10,3.6046385e-10,4.0748638e-10,3.4573092e-10,4.430729e-10,3.3046366e-10,3.7928333e-10,9.173477e-11,9.1064815e-11,2.4500427e-10,4.1131729e-10
CREB1,5.593717e-10,1.4617301e-09,9.700136e-05,5.3370236e-06,2.076642e-09,8.960123e-10,1.571678e-09,1.4990879e-09,3.1713367e-05,1.763701e-09,1.2991006e-09,1.4626477e-09,1.1029173e-09,0.00038394536,1.4573677e-09,1.3155377e-09
KLF7,1.3456948e-09,7.1447404e-09,1.5945045e-06,0.00040974154,2.9371956e-08,3.5991239e-09,1.0400157e-08,8.2924245e-09,7.889081e-05,4.3022646e-06,9.204631e-09,8.205621e-09,1.6189076e-09,9.3084923e-10,2.3634399e-09,1.3509728e-08
TTR,6.076033e-11,2.2497056e-10,7.847224e-11,1.12962306e-10,2.7344768e-10,1.2408045e-10,1.9181884e-10,2.2380343e-10,1.207451e-10,2.5368427e-10,1.7657231e-10,2.0695907e-10,0.0004465881,7.409747e-11,1.2567172e-10,2.443924e-10
B4GALT6,3.0841005e-05,6.465419e-05,1.8158627e-09,7.3861593e-06,0.00013927252,8.9877545e-07,5.167466e-06,3.4523167e-05,0.0001256171,0.000106630905,5.9922904e-08,1.7334936e-05,3.4213494e-09,5.315069e-05,6.530697e-09,0.00016937386
C1orf54,6.702581e-11,2.485006e-10,8.779996e-11,1.4867547e-10,3.0354216e-10,1.3803997e-10,2.1471303e-10,0.002350195,1.3399468e-10,2.7869632e-10,1.9652131e-10,2.28696e-10,5.517937e-11,7.598758e-11,1.4003444e-10,2.6628766e-10
CASC1,5.9158783e-10,5.099371e-09,1.2836861e-06,5.302423e-10,1.6261906e-08,1.4852418e-09,3.4803553e-09,5.522755e-09,5.3682663e-09,3.38362e-08,3.1516783e-09,5.9478102e-09,8.5008967e-10,0.00010712504,1.7469111e-09,2.2715794e-06
LRMP,1.6712207e-10,5.608225e-10,0.00017605562,3.8507914e-10,8.455328e-10,3.1879155e-10,5.5289284e-10,5.981596e-10,0.00062983163,8.0133333e-10,4.9751175e-10,5.782388e-10,1.8474573e-10,1.2946401e-10,3.392082e-10,6.1620153e-10
ATP10B,1.5165641e-10,6.696362e-10,1.8491565e-10,1.9317328e-10,7.914312e-10,3.3450004e-10,5.433626e-10,6.507094e-10,0.00017339276,7.2662665e-10,4.8989574e-10,6.0698385e-10,1.3536486e-10,2.0977081e-10,3.4001268e-10,7.296807e-10
SPCS2,0.0019849513,2.407742e-10,8.73015e-11,1.2118277e-10,2.9507816e-10,1.3201042e-10,2.0611761e-10,2.4028335e-10,1.3152836e-10,2.7460592e-10,1.8922715e-10,2.2237459e-10,5.3291874e-11,7.981921e-11,1.3348501e-10,2.6303226e-10
FILIP1,3.5605713e-10,7.221873e-10,2.1243388e-10,0.00031335303,9.037635e-10,4.2283718e-10,6.437372e-10,7.3377004e-10,2.9770916e-10,7.8004897e-10,5.6253874e-10,6.34887e-10,2.3688407e-10,1.8611553e-10,4.2806791e-10,7.0150497e-10
CASP8AP2,1.857793e-10,7.259479e-10,4.3261356e-10,3.6991615e-10,9.662109e-10,3.9059903e-10,6.436193e-10,7.471414e-10,3.6891912e-10,0.0018835237,5.886052e-10,6.978697e-10,1.8565743e-10,3.1374323e-10,3.929821e-10,8.049608e-10
HMGN3,6.8512494e-11,2.570602e-10,9.125155e-11,1.2927352e-10,3.1404557e-10,1.4094498e-10,2.1945125e-10,2.5653416e-10,1.3784106e-10,2.928913e-10,0.010934901,2.3704905e-10,5.6625343e-11,8.818547e-11,1.4237701e-10,2.8116465e-10
UBE3D,7.818886e-10,7.656479e-09,0.000109973866,4.1089334e-05,0.00024071916,1.7240053e-09,7.8943705e-09,1.3049771e-08,1.0079543e-08,0.00031100438,4.4546695e-09,1.0845975e-08,1.9845338e-05,0.0001597555,1.9314574e-09,0.000116665906
CNR1,3.3051722e-10,9.386046e-10,9.793884e-06,2.144905e-05,1.5190719e-09,5.203278e-10,9.76771e-10,1.0055785e-09,5.4777777e-10,1.3623211e-09,7.863169e-10,9.191573e-10,4.0007794e-07,1.3501832e-10,7.281542e-10,9.1842134e-10
ANKRD13C,1.0899848e-09,4.431095e-09,0.000292338,0.0001720544,5.254175e-08,1.8095699e-09,4.6485504e-09,5.7009797e-09,0.00067003164,5.2334716e-08,3.6213583e-09,5.094753e-09,2.1867234e-05,0.00011142843,1.9204445e-09,8.439687e-09
SGIP1,1.5972895e-10,5.3285193e-10,1.6832716e-10,0.0004895502,6.559531e-10,3.1369354e-10,4.7114423e-10,5.3336036e-10,2.3433608e-10,5.7098676e-10,4.1441525e-10,4.6745463e-10,1.6506921e-10,1.2278419e-10,3.3301867e-10,5.005328e-10
PHF3,7.704624e-11,3.0297473e-10,1.2326828e-10,1.493747e-10,3.8509163e-10,1.6418372e-10,2.627279e-10,3.0634154e-10,1.608835e-10,3.559308e-10,2.4006483e-10,2.8410588e-10,6.8107416e-11,1.1872969e-10,0.0009778029,3.328561e-10
PLAGL1,9.356215e-10,3.928654e-09,0.00038612838,8.1611855e-05,6.3495995e-09,1.6958241e-09,2.7510145e-09,3.8984598e-09,5.4574447e-09,7.589046e-09,2.2001128e-09,2.7276907e-09,1.3815171e-09,3.6099937e-05,1.2675894e-09,4.7500914e-09
TNFAIP3,8.220825e-11,2.9408476e-10,0.0005568256,1.6130998e-10,3.55996e-10,1.6828638e-10,2.541051e-10,2.9334696e-10,1.5078018e-10,3.2102723e-10,2.3519175e-10,2.7048624e-10,6.496277e-11,9.321458e-11,1.680564e-10,3.0569772e-10
AKAP7,1.14182754e-10,3.8820003e-10,9.381269e-06,1.8951937e-10,5.4132576e-10,2.207737e-10,3.6047623e-10,4.0458065e-10,1.8092516e-10,5.002741e-10,3.3055822e-10,3.884348e-10,1.16068946e-10,0.0019590114,2.3268946e-10,4.2574164e-10
RAB32,9.506304e-11,0.0027898254,1.1996071e-10,1.5435671e-10,5.1198734e-10,2.1932069e-10,3.4455058e-10,4.2072298e-10,1.9589708e-10,4.7348564e-10,3.224848e-10,3.8628042e-10,8.172765e-11,7.719087e-10,2.0413557e-10,4.772556e-10
MYB,4.6847304e-10,1.0200336e-09,2.804022e-05,2.5785718e-10,1.4813292e-09,6.0873107e-10,9.799246e-10,1.0315891e-09,3.9908814e-06,1.3955749e-09,8.828127e-10,1.0711536e-09,4.7221305e-10,1.3751256e-10,8.654404e-10,1.0291757e-09
SGK1,0.0014662204,3.4044098e-10,1.11997106e-10,1.6603355e-10,4.3339815e-10,1.7735301e-10,2.8974803e-10,3.4613934e-10,1.6280416e-10,4.0247716e-10,2.6567382e-10,3.1781958e-10,6.948689e-11,2.8551667e-10,1.6909044e-10,3.903726e-10
RNF146,6.399625e-11,2.3669303e-10,8.4665885e-11,1.2193933e-10,2.8938515e-10,1.3085574e-10,2.0278355e-10,2.360204e-10,1.2685247e-10,2.6711328e-10,1.8636169e-10,0.0013700566,5.1999818e-11,7.75376e-11,1.3217442e-10,2.5626323e-10
PMFBP1,2.9635963e-10,1.0679264e-09,1.4336213e-06,2.3111832e-10,1.4905033e-09,6.1587374e-10,9.11069e-10,1.1158479e-09,3.6257317e-10,1.5233835e-09,9.426323e-10,1.122917e-09,2.9612007e-10,0.00016218988,6.826065e-10,1.4111236e-09
FBXL5,1.0820218e-10,4.1506154e-10,1.8323147e-10,1.9408401e-10,5.2715055e-10,2.2984654e-10,0.0029896707,4.1887496e-10,2.2599067e-10,4.8264104e-10,3.3310887e-10,3.9069814e-10,9.706955e-11,1.4629288e-10,2.307316e-10,4.4559084e-10
MED28,8.4956775e-10,3.2164536e-08,1.492048e-05,5.3942626e-06,4.738916e-05,2.7182903e-09,6.644687e-08,9.3417316e-07,2.769366e-06,3.6109923e-05,1.1080226e-08,6.0613445e-07,2.5324557e-06,9.426513e-06,3.1876068e-09,1.9796571e-05
SLC16A7,1.0403123e-10,4.602065e-10,1.5637712e-10,1.7053499e-10,5.873335e-10,2.345489e-10,3.820103e-10,0.0031049629,2.0595531e-10,5.510073e-10,3.5417888e-10,4.3208578e-10,9.166831e-11,1.9289726e-05,2.1849231e-10,5.467152e-10
TMEM5,1.3348203e-09,9.1483425e-09,6.5119e-06,2.419582e-07,1.5222509e-05,2.1184687e-09,1.017446e-08,1.9370477e-08,2.6499984e-09,1.1731575e-05,5.430624e-09,1.4361486e-08,6.7204263e-07,6.7743404e-06,2.1732574e-09,3.7608493e-06
ZNF430,1.2474834e-08,4.1566324e-08,9.4417686e-05,9.714882e-07,0.00016894555,4.219117e-09,1.0757118e-06,2.8111108e-06,2.303468e-05,0.00013744205,1.7055402e-08,8.620188e-06,1.0114493e-05,1.9906507e-05,7.226934e-09,6.150383e-05
VAMP8,6.080253e-11,2.2480925e-10,7.872049e-11,1.1313502e-10,2.7320526e-10,0.006467294,1.9170472e-10,2.2366645e-10,1.2062955e-10,2.538038e-10,1.7647198e-10,2.0684464e-10,4.9171247e-11,7.3782695e-11,1.2574605e-10,2.444959e-10
DCLRE1B,6.666884e-10,2.0545528e-08,3.4690145e-06,1.5189527e-06,6.674112e-06,5.4076876e-09,1.1555791e-06,2.0532728e-07,2.6053981e-09,1.1002176e-05,1.5740189e-06,5.2320416e-07,1.1146615e-06,1.1296706e-06,2.8462561e-09,1.4202932e-06
MYL12B,5.996683e-11,2.2101765e-10,7.729381e-11,1.1156452e-10,2.6838795e-10,0.015595034,1.8846857e-10,2.197939e-10,1.1858846e-10,2.4918456e-10,1.7350754e-10,2.032707e-10,4.8357793e-11,7.1892284e-11,1.2384165e-10,2.4007582e-10
FOXO3,4.7515025e-10,2.2904623e-09,1.4602472e-06,0.00037679577,4.674424e-09,1.0877687e-09,2.2267561e-09,0.012936845,8.965115e-10,5.6346257e-09,1.9004252e-09,2.3179256e-09,1.2316447e-09,0.00054877397,9.188226e-10,3.3870537e-09
ARMC2,9.745063e-10,1.5565686e-08,4.5503268e-05,5.8790327e-05,0.00017350905,3.093916e-09,1.5053637e-08,4.0300915e-08,2.711631e-09,0.00018964759,8.286337e-09,1.6732221e-08,1.5859036e-05,7.2892515e-05,2.4958424e-09,6.148765e-05
RPN2,6.7054966e-11,2.4943086e-10,8.962153e-11,1.2461789e-10,3.0419767e-10,1.373233e-10,2.1331861e-10,2.4849114e-10,1.381643e-10,2.822538e-10,0.0045730136,2.3001452e-10,5.5041777e-11,8.0719126e-11,1.3956408e-10,2.7087604e-10
PKD2,5.013411e-10,1.824448e-09,5.2330604e-05,0.00028472,2.7157716e-09,1.2637631e-09,1.9018902e-09,1.9732294e-09,5.991404e-10,2.683016e-09,1.8332909e-09,1.8026389e-09,9.169667e-10,0.0012457983,1.1102306e-09,1.8304747e-09
CCNI,0.0031111278,9.883847e-10,4.6918125e-10,4.449267e-10,1.3612069e-09,4.7979576e-10,8.444997e-10,1.0306215e-09,4.5161358e-10,1.3270623e-09,7.660214e-10,9.428589e-10,2.370748e-10,2.0712327e-05,4.6282353e-10,1.2091502e-09
RARRES1,7.118291e-11,2.6514277e-10,9.567259e-11,1.3793786e-10,3.264841e-10,1.4740989e-10,2.2863232e-10,0.0020385548,1.4598515e-10,2.9816094e-10,2.0941142e-10,2.4472496e-10,5.858284e-11,8.409614e-11,1.4790782e-10,2.828094e-10
MFSD1,6.847238e-11,2.5548577e-10,9.97783e-11,1.3187904e-10,3.1574587e-10,0.00096716435,2.2141385e-10,2.5600333e-10,1.3700023e-10,2.9174108e-10,2.0406862e-10,2.37498e-10,5.769242e-11,8.1785974e-11,1.4302316e-10,2.7577166e-10
RAB3GAP2,2.9741476e-09,5.990002e-09,0.00014556006,0.000910005,1.0598023e-08,2.5319906e-09,3.5231005e-09,5.2336984e-09,0.00022494012,1.4181613e-08,3.876298e-09,7.3113555e-09,2.0510358e-09,0.00016056455,2.8158553e-09,2.0822196e-08
PPL,1.2321538e-10,5.844972e-10,1.372089e-10,1.677832e-10,0.002714854,2.8993763e-10,4.5996168e-10,5.713844e-10,4.2200568e-10,6.292942e-10,4.2604786e-10,5.246219e-10,1.02615666e-10,6.2381716e-10,2.7529132e-10,6.6120753e-10
UBN1,2.3606092e-10,9.974161e-10,1.8966068e-07,8.672845e-10,1.5161224e-09,5.2334465e-10,9.331335e-10,1.0891222e-09,0.0009506383,1.4356111e-09,8.560203e-10,1.0188204e-09,2.9669955e-10,4.377862e-06,5.2043e-10,1.2237136e-09
KLF12,6.7065614e-10,2.1411075e-09,0.00084980536,0.00031031732,4.642295e-09,1.0254293e-09,2.0553357e-09,2.4947668e-09,5.1347876e-10,4.1502535e-09,1.6933063e-09,2.1441888e-09,5.8932e-09,7.281033e-05,1.1209632e-09,2.7763696e-09
PCDH17,1.2785592e-10,5.672829e-10,1.3889699e-10,5.5529013e-05,7.070879e-10,2.859172e-10,4.8653037e-10,5.854255e-10,2.07716e-10,6.306784e-10,4.377431e-10,5.1570676e-10,1.0595324e-10,3.8889985e-09,2.6604197e-10,0.004159925
HS1BP3,7.772672e-10,2.7614671e-08,2.0876747e-05,2.506155e-06,6.8584544e-05,3.800845e-09,3.7195215e-07,3.711041e-06,6.0181997e-06,9.811539e-05,4.686478e-08,1.8137366e-06,3.1086704e-06,1.3926769e-05,2.248724e-09,3.613114e-05
LDAH,8.271048e-10,1.1273427e-08,9.601693e-05,2.4500766e-09,0.00023046885,2.139899e-09,9.607334e-09,1.7162929e-08,4.2170544e-05,0.00022053112,5.803694e-09,1.967503e-08,1.2362802e-05,0.00014061849,2.0631832e-09,0.00015179839
WDR35,1.2786039e-09,5.395014e-06,6.739775e-06,3.698641e-09,0.00012804852,3.3514522e-09,1.5403394e-08,6.118134e-06,9.075397e-06,0.00010867098,7.229402e-09,6.427085e-08,5.2286027e-06,9.450173e-05,3.4386274e-09,8.53061e-05
ELL2,0.000101836835,6.6122428e-09,0.00032736556,0.0012235289,1.310527e-08,0.00027122194,8.310665e-09,6.110358e-09,0.000107379215,4.7172183e-05,1.5758692e-08,6.1898184e-09,0.00025340964,4.9213494e-10,3.9498267e-09,4.7334225e-09
DNAH7,9.355965e-10,7.16502e-09,4.5968102e-10,4.1808237e-10,5.91084e-09,1.8638704e-09,2.810522e-09,5.142337e-09,6.006981e-05,5.2953713e-09,2.6917708e-09,4.529518e-09,5.00402e-10,0.00027702138,1.74199e-09,3.7566803e-08
CYP20A1,3.33991e-06,1.4696424e-08,0.00061379606,5.531126e-05,8.575995e-09,3.6795091e-09,4.8087156e-09,9.072909e-09,4.4291454e-08,5.3621574e-09,3.9973163e-09,5.407471e-09,1.0104736e-09,0.00014262342,2.9885685e-09,1.4078956e-08
NDUFB3,6.1274964e-11,2.2679038e-10,7.906613e-11,1.138155e-10,2.7552982e-10,1.2503597e-10,1.9332919e-10,2.2558887e-10,1.2192863e-10,2.5572075e-10,1.7794632e-10,2.0860058e-10,0.0007321042,7.466979e-11,1.267567e-10,2.4652258e-10
GTF3C3,7.0712765e-08,3.970552e-06,1.4644721e-05,7.716316e-07,3.9941155e-05,8.715052e-09,4.7444755e-06,6.065679e-06,4.813403e-06,3.277915e-05,2.597068e-07,6.5578556e-06,1.3795418e-06,3.2051548e-06,2.910433e-08,1.6899445e-05
SATB2,9.669716e-08,5.159343e-09,1.0538351e-09,1.920135e-05,8.070167e-09,2.4049207e-09,4.2028367e-09,4.3590034e-09,7.327104e-05,5.8124345e-09,2.642246e-09,3.4896481e-09,2.1900782e-06,2.722393e-10,5.228032e-09,3.4858296e-09
UBE2B,8.5478e-11,3.359194e-10,1.3669353e-10,1.6833904e-10,4.2694756e-10,0.005038295,2.9060812e-10,3.3860958e-10,1.8783589e-10,3.9334505e-10,2.649724e-10,3.1403416e-10,7.601976e-11,1.2213532e-10,1.82046e-10,3.7158643e-10
GDA,1.3992685e-10,5.766825e-10,1.460155e-10,1.7453015e-10,6.6086203e-10,3.000304e-10,4.6380977e-10,5.5365795e-10,0.00079101796,5.9176053e-10,4.2294687e-10,5.1280535e-10,1.09825656e-10,1.5854065e-10,3.14018e-10,5.9236127e-10
KLF9,1.1292224e-10,4.51493e-10,1.5881092e-10,1.1040139e-09,5.8522226e-10,2.4067318e-10,4.0396841e-10,4.65562e-10,2.126236e-10,5.3119387e-10,3.595835e-10,4.1853634e-10,1.0555425e-10,1.7348006e-10,0.001950624,4.8975274e-10
TJP2,1.4203749e-09,2.5358513e-06,1.4643448e-09,4.7274816e-07,9.442592e-06,6.157319e-09,5.3508063e-07,2.864773e-06,5.9053386e-06,7.506582e-06,1.189587e-07,1.4292951e-06,6.270904e-07,4.351995e-06,2.4898398e-07,8.587646e-06
ITGB1BP1,7.210734e-11,2.7070146e-10,9.852541e-11,1.4728427e-10,3.3247985e-10,1.493069e-10,0.0028498268,2.7081765e-10,1.4484217e-10,3.0600222e-10,2.1354496e-10,2.4997096e-10,6.019832e-11,8.89884e-11,1.5089122e-10,2.924174e-10
CPSF3,8.945063e-10,3.3804078e-08,3.1428663e-05,1.0570496e-06,6.192216e-05,3.3813412e-09,2.918854e-07,1.3751416e-06,7.1694194e-06,5.860481e-05,1.8800167e-08,2.1869996e-06,4.2866363e-06,1.322281e-05,3.69977e-09,3.303353e-05
PIGZ,6.854298e-10,3.8316334e-06,5.406777e-10,2.8876231e-05,7.869307e-06,2.393896e-09,1.1299755e-08,1.2697662e-07,8.967721e-05,1.413766e-06,5.450319e-09,1.2287451e-08,1.5957312e-09,2.0908268e-05,2.8580447e-09,3.897732e-05
SENP5,5.500038e-09,3.310146e-05,0.0007548741,0.00014716397,2.1689312e-08,5.1846163e-09,8.6908e-09,2.3584784e-08,0.00024081099,8.379297e-09,6.121206e-09,9.760227e-09,2.5955276e-09,6.947438e-05,7.034307e-09,6.845721e-08
CCDC92,9.116683e-11,3.6571665e-10,1.220217e-10,1.8010263e-10,0.0018842377,1.9681277e-10,3.1163908e-10,3.6750747e-10,1.9050296e-10,4.130461e-10,2.8575908e-10,3.3769437e-10,7.710372e-11,1.5956482e-10,1.9240512e-10,3.9536993e-10
C1orf198,7.350205e-11,0.0024579137,9.1278186e-11,1.3060042e-10,3.437314e-10,1.5489376e-10,2.3941277e-10,2.8278566e-10,1.4910144e-10,3.156652e-10,2.210889e-10,2.6053323e-10,5.964845e-11,1.1568702e-10,1.5347189e-10,3.0891265e-10
HEATR1,1.7538118e-09,7.0465376e-06,2.0276124e-05,8.629268e-06,0.000116392184,4.036898e-09,2.5175023e-06,8.8676015e-06,7.132406e-05,0.00010527189,1.3546341e-08,7.506367e-06,1.2647073e-05,7.7730665e-06,1.6668896e-08,6.6808905e-05
PTBP3,2.2974925e-10,9.471524e-10,2.2742555e-05,4.5896528e-10,1.3566088e-09,4.961093e-10,0.0040442105,9.80218e-10,1.8585736e-09,1.3095718e-09,7.767855e-10,9.453582e-10,3.268087e-10,1.9672908e-10,5.307756e-10,1.0410154e-09
RAD23B,7.305321e-05,0.00043294605,0.00038222005,7.996299e-05,7.534543e-05,0.000121261066,1.2185257e-07,0.00014840336,0.00017808896,1.3170723e-08,1.8339163e-06,1.2851614e-05,5.24289e-09,0.00013884869,9.8295306e-05,0.00020044803
FKBP15,9.901773e-10,2.2679794e-08,6.014823e-05,1.1193514e-05,8.836219e-05,1.7608165e-06,1.2503461e-05,1.0194265e-06,5.3729576e-09,0.00013177008,3.2217387e-05,1.1988119e-05,6.869854e-06,1.3920102e-05,3.6389107e-09,1.9216392e-05
CTNNAL1,1.2673446e-10,0.003983246,1.4132805e-10,3.9033685e-10,6.723519e-10,2.8415625e-10,4.614731e-10,5.5871174e-10,2.3661223e-10,6.0489314e-10,4.2222145e-10,4.994304e-10,1.0857348e-10,6.837076e-10,2.72272e-10,6.1277095e-10
FAM206A,1.5206373e-09,1.240183e-05,6.105698e-09,1.3614368e-05,6.323241e-05,5.789973e-09,1.7383367e-06,1.2745767e-05,1.0616632e-05,3.911047e-05,2.78695e-08,5.019928e-06,4.359397e-06,2.3205492e-05,8.125709e-09,3.5635425e-05
WDR34,7.2440665e-11,2.6514582e-10,1.1100649e-10,1.3686753e-10,3.320584e-10,1.4923089e-10,2.3235683e-10,2.6637503e-10,1.4368101e-10,3.0145988e-10,2.1319985e-10,2.4813737e-10,6.071514e-11,0.0005992777,1.5113057e-10,2.8118718e-10
