,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15
LINC01137,1.3109389e-09,2.0371841e-08,5.677928e-06,5.0987264e-10,3.4391196e-05,2.487217e-09,7.1067126e-09,1.5687078e-08,9.749103e-05,3.582283e-05,5.0138347e-09,2.5757974e-08,1.6638172e-09,4.8709217e-06,2.3440054e-09,2.399995e-05
AC093388.3,5.865297e-10,2.5603923e-08,2.297029e-09,8.78553e-06,1.1530665e-05,2.2163875e-09,1.3876235e-08,6.7361434e-08,7.599447e-07,1.9165549e-05,6.141625e-09,1.632138e-08,6.3853787e-07,8.356081e-06,1.8143946e-09,6.996597e-06
RNASEH2B-AS1,2.6480833e-09,1.3380965e-08,8.0410155e-06,1.355507e-09,5.50958e-06,5.7027085e-09,1.25267885e-08,2.335848e-08,1.9542807e-09,5.771667e-06,1.5331931e-08,3.1554997e-08,3.5669913e-08,5.527142e-06,4.2850274e-09,1.7435783e-06
LINC01122,6.6527877e-09,1.1215274e-06,1.1436704e-08,6.208658e-06,8.007357e-05,3.5074115e-09,2.814418e-08,9.475554e-06,2.0519554e-05,8.902143e-05,1.0433895e-08,1.2174117e-07,9.253497e-09,6.0523107e-05,2.340936e-09,7.5861455e-05
AC098617.1,3.268099e-10,1.4355644e-09,6.818388e-10,2.9566932e-05,2.4028024e-09,6.8295425e-10,1.3718674e-09,1.6797124e-09,3.5111913e-10,2.3421776e-09,1.2133918e-09,1.4461589e-09,4.430146e-10,3.256453e-05,6.1079775e-10,2.0756203e-09
LINC01237,5.02813e-10,1.1614607e-09,3.4639448e-05,3.1977931e-10,1.8939588e-09,6.36536e-10,1.0217199e-09,1.2607705e-09,3.4539807e-10,1.8643538e-09,9.696319e-10,1.2393362e-09,4.6038737e-10,0.00011521547,6.016357e-10,1.5893796e-09
HIST1H2BN,9.407353e-07,4.4734185e-09,8.124124e-06,4.9148585e-10,5.425209e-09,5.5912026e-09,4.135453e-09,3.6879546e-09,5.9723654e-05,4.120674e-09,4.260383e-09,4.4931547e-09,9.819158e-07,2.231283e-10,1.6189333e-06,2.860848e-09
CTC-242N15.1,2.2698156e-07,2.7540072e-09,1.4531462e-05,3.9504802e-10,1.5624908e-08,1.1186458e-09,2.2686446e-09,3.1181404e-09,2.010181e-06,1.7355853e-06,1.8142701e-09,3.2022323e-09,2.0611392e-06,1.0346263e-06,1.1308071e-09,9.566137e-09
RP11-255H23.2,1.2845217e-09,8.044486e-09,4.391986e-05,7.961322e-10,4.8918824e-05,2.2079614e-09,6.2885652e-09,1.03104085e-08,7.439572e-07,5.0527156e-05,5.755191e-09,1.40871474e-08,4.350517e-08,0.00035113125,2.3609619e-09,6.4806794e-05
LINC01503,1.3824424e-09,2.9250057e-06,1.6512222e-05,3.7906783e-10,7.7338545e-06,1.3979342e-05,2.3638648e-08,4.36309e-08,2.475407e-05,3.6512793e-05,1.5716289e-05,1.2845929e-05,7.161618e-07,5.7595817e-06,9.552371e-09,9.764843e-06
KRTAP5-AS1,4.0178838e-10,2.6064073e-09,5.7210847e-10,2.4499117e-10,2.999573e-09,9.138205e-10,1.6296112e-09,2.3541584e-09,9.21766e-05,2.99388e-09,1.4693978e-09,2.3546927e-09,4.6648646e-10,3.635522e-05,9.396812e-10,5.04377e-09
CTC-338M12.4,7.5804346e-10,2.8354234e-06,6.2054787e-06,1.621389e-09,8.029755e-05,2.6853149e-09,2.1208228e-08,2.4926064e-06,6.201222e-05,7.0810056e-05,8.6787075e-09,6.4389255e-06,2.006227e-09,4.90204e-05,3.4111065e-09,6.789854e-05
RP11-250B2.3,5.8508896e-08,7.550501e-08,6.101106e-07,1.8411854e-06,1.0429275e-05,3.895375e-09,1.8318797e-08,3.3542887e-07,2.4077067e-09,9.191119e-06,7.867959e-09,4.077589e-08,9.0183295e-07,7.6204465e-06,6.9188335e-09,3.6536255e-06
RP11-308D16.2,9.2638935e-10,3.071421e-05,9.72655e-10,1.2419434e-06,0.00014758068,2.9329286e-09,2.218021e-08,2.5917883e-05,0.0002350651,0.00011668994,8.142557e-09,2.0925762e-07,1.5566863e-09,8.687578e-05,2.8753337e-09,0.00019783559
AC074117.10,6.726277e-10,1.7134374e-08,5.00293e-07,4.0720263e-07,1.0640167e-05,2.1313693e-09,1.6895873e-08,3.3073828e-08,5.9570434e-06,1.848343e-05,6.965216e-09,3.776552e-08,8.895484e-10,8.387353e-06,1.7708539e-09,9.217725e-06
TRIM26,5.643108e-10,2.8168547e-09,0.000601816,6.4162753e-10,2.9530407e-09,1.1427191e-09,1.8942297e-09,2.5892777e-09,8.7110566e-05,2.6517781e-09,1.707323e-09,2.2528712e-09,4.5866597e-10,4.1941366e-05,1.1152649e-09,3.5161793e-09
RP11-120D5.1,1.2320417e-09,1.7255665e-07,3.3483518e-06,1.4049173e-09,3.6193356e-05,3.199369e-09,2.9090122e-08,5.9468516e-07,3.0532294e-05,3.7338697e-05,1.3152222e-08,4.741463e-06,4.4128393e-07,2.1208481e-05,4.1546646e-09,3.1640982e-05
RNASEH1-AS1,1.1705568e-09,1.2384413e-08,7.798512e-06,4.6279287e-09,1.0918222e-05,2.464033e-09,1.0731748e-08,2.4522846e-08,1.7992693e-09,6.401595e-06,6.7046972e-09,2.210457e-08,1.9502045e-06,8.93865e-06,5.0174314e-09,2.8336772e-06
RP5-887A10.1,5.79398e-10,1.1742308e-09,2.5504969e-05,2.7696562e-10,1.7413355e-09,6.5411154e-10,1.1090073e-09,1.1898955e-09,4.2910415e-06,1.5803444e-09,9.666921e-10,1.2203688e-09,1.1981945e-09,1.6033606e-10,1.0559519e-09,1.2175649e-09
LINC01191,3.0858363e-09,1.5783389e-08,1.4880371e-06,4.5266052e-10,4.4556856e-07,3.5808891e-09,6.3854517e-09,1.3883039e-08,2.1674591e-08,1.1777855e-06,9.5461425e-09,3.8606427e-08,5.2678493e-09,3.3636104e-05,2.858263e-09,6.8288136e-06
RP11-146I2.1,1.6335697e-09,8.615753e-09,0.00012075837,1.7228581e-09,2.8597407e-05,4.925202e-09,1.7350176e-08,1.1577654e-08,8.249433e-06,4.0543684e-05,1.6354036e-08,2.2674518e-08,7.729747e-06,2.2359234e-09,1.2669979e-08,2.5125178e-08
LINC01505,9.636931e-10,2.8049003e-08,1.3162468e-05,2.7424543e-05,8.298596e-05,3.0815661e-09,1.788905e-08,6.632734e-08,1.2790491e-05,9.515168e-05,7.2147177e-09,2.0195158e-08,1.6475838e-05,1.288046e-05,2.6449993e-09,2.3518853e-05
RNF219-AS1,7.974803e-10,6.8286727e-09,7.727086e-06,5.7128746e-06,1.7393773e-05,1.6434423e-09,8.005271e-09,1.12586855e-08,1.8490819e-05,4.3243483e-05,4.294437e-09,9.282948e-09,4.9983923e-06,3.895385e-06,1.5039393e-09,7.615245e-06
LINC01426,5.639152e-09,2.4296127e-05,3.2022304e-10,7.660171e-10,2.8173718e-08,1.58419e-08,6.557908e-09,1.2153857e-06,4.6929657e-05,1.0469199e-08,5.270312e-09,1.2680737e-08,8.5402585e-10,3.137524e-05,7.2556063e-09,1.3776401e-05
ZNF37BP,7.220537e-10,3.325593e-09,8.7200504e-05,3.0335077e-05,3.1228858e-08,1.2974192e-09,3.4761094e-09,4.4385384e-09,7.369637e-10,4.7136766e-08,2.6922946e-09,3.9340526e-09,5.756594e-06,4.749032e-05,1.4888667e-09,6.9494517e-09
RP11-528G1.2,6.08617e-11,2.2437362e-10,7.962123e-11,1.1271997e-10,2.7298389e-10,1.2398392e-10,1.9156145e-10,2.2331306e-10,1.2002366e-10,2.5348693e-10,1.7642957e-10,0.0065191863,4.9260707e-11,7.33438e-11,1.2572926e-10,2.4388436e-10
ZNF736,7.831184e-10,5.6548664e-09,3.114735e-05,8.036381e-07,2.1464928e-05,2.0165818e-09,6.994398e-09,8.751232e-09,1.944224e-09,4.1271323e-05,5.5328764e-09,8.902804e-09,4.0021855e-06,2.5135116e-05,1.5412496e-09,3.2490625e-06
MAGI2-AS3,7.4114714e-11,2.7146982e-10,9.190324e-11,0.000250247,3.329234e-10,1.5168301e-10,2.3353602e-10,2.7063177e-10,1.4649335e-10,2.9890515e-10,2.1379437e-10,2.490154e-10,5.933244e-11,8.5019956e-11,1.5309651e-10,2.8235772e-10
FAM133B,0.001064769,3.3236444e-10,1.2690426e-10,1.5820927e-10,4.2603163e-10,1.7476634e-10,2.86297e-10,3.365357e-10,1.8680049e-10,3.9678183e-10,2.602442e-10,3.1147743e-10,7.252099e-11,1.5033191e-10,1.7086285e-10,3.7327494e-10
CCT6P3,8.6974955e-10,2.2584825e-08,4.178873e-05,4.1870503e-09,0.00017033264,2.4229323e-09,1.9470601e-08,1.9060938e-07,4.9674592e-05,0.00014528434,8.073584e-09,3.4091684e-07,2.2681268e-06,7.1341194e-05,2.5178608e-09,0.000114250186
MAPKAPK5-AS1,7.513539e-11,2.7718336e-10,1.04738024e-10,1.4300651e-10,3.4226139e-10,1.5414223e-10,2.399028e-10,2.7766858e-10,1.4954744e-10,0.0016646514,2.2019757e-10,2.5725638e-10,6.195682e-11,8.994072e-11,1.5630555e-10,2.9600092e-10
AC104820.2,1.4316563e-10,4.1684023e-10,0.00039186951,1.8515034e-10,5.926257e-10,2.4328733e-10,3.9163223e-10,4.3361809e-10,2.0800106e-10,5.444155e-10,3.5721692e-10,4.2217957e-10,1.3593458e-10,1.08326285e-10,2.6936287e-10,4.482051e-10
RP11-465N4.4,4.1162732e-10,4.8131663e-09,6.293302e-10,3.475703e-10,5.7698313e-09,1.3500961e-09,2.652881e-09,4.2403347e-09,2.4907804e-05,6.5687615e-09,2.5752065e-09,4.3219153e-09,6.081671e-10,2.5244562e-05,1.3039066e-09,2.7954254e-08
AC073283.4,1.6160878e-09,1.766786e-08,4.9998605e-10,1.687643e-05,4.6475247e-08,2.3839672e-09,6.9720483e-09,1.5387391e-08,0.00011058133,1.5217465e-08,4.919222e-09,9.1049275e-09,6.386764e-10,0.00026672235,1.9610953e-09,7.9045414e-05
RP1-92O14.3,2.7903967e-08,2.400527e-08,5.8097944e-06,7.5240114e-10,1.4534373e-05,3.0188119e-09,1.3787565e-08,1.04281305e-07,5.9208405e-06,1.1394448e-05,9.895377e-09,8.1829984e-07,4.8593364e-08,7.727971e-06,3.4460335e-09,1.0950904e-05
HMGA1P4,7.521242e-10,6.396215e-09,0.00016108894,3.7620185e-10,6.0684094e-08,1.9126947e-09,4.2869406e-09,6.850746e-09,0.00012015217,0.00011337536,4.492264e-09,1.0877444e-08,1.8462288e-09,0.0002537073,2.192083e-09,0.000102009464
RP11-166B2.1,7.847273e-10,5.855006e-09,1.4000783e-05,5.991508e-06,2.1968382e-05,1.8627118e-09,7.06894e-09,9.7497335e-09,1.6368071e-09,2.825982e-05,4.8599453e-09,8.214391e-09,2.2792287e-06,3.1787342e-05,1.6117535e-09,7.128159e-06
GAS5,0.0043469863,2.2136783e-10,7.745941e-11,1.11767706e-10,2.688665e-10,1.2221385e-10,1.8878231e-10,2.201602e-10,1.1877295e-10,2.496603e-10,1.737917e-10,2.036083e-10,4.84418e-11,7.206308e-11,1.2400546e-10,2.4048277e-10
HLA-B,0.012140108,2.2104758e-10,7.734026e-11,1.1158772e-10,2.684709e-10,1.2205288e-10,1.8850166e-10,2.1983751e-10,1.1858711e-10,2.4938615e-10,1.7353534e-10,2.0330328e-10,4.8374953e-11,7.191931e-11,1.2384566e-10,2.4011795e-10
SLC25A25-AS1,4.112942e-06,8.923098e-06,7.680906e-09,6.2140765e-10,2.3811683e-05,1.5091468e-08,1.7057614e-08,6.3786536e-07,6.9341724e-05,2.1645084e-05,1.8459797e-08,5.5241276e-06,4.756964e-09,9.873401e-06,7.9932025e-09,3.0090196e-05
CTD-2666L21.1,1.0060792e-09,5.8819483e-09,2.9654135e-05,6.870087e-05,9.9059354e-05,1.7172284e-09,5.447908e-09,9.052649e-09,1.0073177e-09,7.140504e-05,3.9633203e-09,6.702907e-09,1.0113684e-05,0.00024469677,1.8399117e-09,1.4862878e-05
LINC00458,4.8869553e-10,8.676673e-09,4.358661e-06,1.6112957e-09,8.065746e-06,1.7638322e-09,8.0558795e-09,1.3680869e-08,4.0657656e-06,1.0659708e-05,5.586438e-09,1.4990944e-08,1.9687568e-06,8.509821e-06,1.7837322e-09,5.854635e-06
LINC01135,6.4864003e-10,3.2359462e-09,3.400739e-05,5.259514e-10,1.5052315e-08,1.1622895e-09,2.6505445e-09,3.750858e-09,1.6259074e-09,5.6490588e-08,2.2040523e-09,3.8500514e-09,3.459943e-09,5.752953e-05,1.2612346e-09,1.0951764e-08
MIR155HG,2.671581e-10,7.9960044e-10,0.00020024531,2.494881e-09,1.0685826e-09,5.6749716e-10,8.236005e-10,8.3602164e-10,3.5387096e-10,9.703923e-10,7.825883e-10,7.9734797e-10,3.5181094e-10,1.4516023e-10,6.1865574e-10,7.5787e-10
SOX9-AS1,1.0247641e-10,4.118849e-10,1.2716983e-10,1.5518711e-10,5.072923e-10,2.1835442e-10,3.3978126e-10,4.1340945e-10,1.8659538e-10,4.642532e-10,3.1824537e-10,3.8093198e-10,8.234477e-11,0.0010579842,2.0759164e-10,4.6370185e-10
ZSCAN31,2.2703546e-09,4.7233335e-08,1.5847754e-09,4.924768e-06,1.1281317e-05,4.9707567e-09,5.1218517e-08,1.0020361e-06,7.830446e-06,2.5641008e-05,3.566454e-08,5.3011647e-08,2.5127097e-06,8.84608e-06,1.6924604e-09,1.4604456e-05
RP1-60O19.1,1.3892269e-10,5.05598e-10,1.4504066e-10,1.6111627e-10,6.1157296e-10,2.6669483e-10,4.0908277e-10,5.02325e-10,2.7660557e-10,5.6350735e-10,3.8226247e-10,4.633164e-10,9.908418e-11,0.0018234188,2.4941757e-10,5.730936e-10
C12orf75,0.003934245,2.7662986e-10,9.2930184e-11,1.240575e-10,3.4095565e-10,1.4735704e-10,2.335984e-10,2.7698094e-10,1.4754407e-10,3.192479e-10,2.1469256e-10,2.5573685e-10,5.8121293e-11,1.2862864e-10,1.4528764e-10,3.1058817e-10
RP4-537K23.4,1.0537446e-09,1.3064678e-06,5.8855367e-06,2.4437659e-06,1.7320643e-05,5.9578245e-09,1.6175057e-06,2.8221614e-06,4.531776e-06,1.9370025e-05,7.882638e-08,2.8466893e-06,9.634015e-07,3.298239e-06,4.7058766e-09,9.682588e-06
DANT2,5.0758653e-10,3.4368832e-09,2.5956948e-10,3.473145e-10,2.894731e-09,1.1695703e-09,1.7399411e-09,2.7511668e-09,0.0007302942,2.6485785e-09,1.5965562e-09,2.3143518e-09,3.649265e-10,0.00072984234,1.0770416e-09,4.8328705e-09
ITGA9-AS1,5.619768e-10,3.6080127e-08,4.2494494e-10,2.4476842e-06,1.3847688e-07,1.8836264e-09,5.906591e-09,2.0528292e-08,3.632372e-05,4.619069e-08,3.8822465e-09,7.837958e-09,6.7485595e-10,8.1762824e-05,1.8816373e-09,3.6672413e-05
LINC00961,1.3981746e-10,4.5938214e-10,1.470524e-10,6.333634e-05,5.950848e-10,2.5081726e-10,4.26788e-10,4.806787e-10,1.9816052e-10,5.159478e-10,3.7963366e-10,4.276338e-10,9.785885e-11,1.4484604e-10,2.8807998e-10,4.8987703e-10
LINC01278,4.2637874e-10,2.8704952e-09,4.6683475e-05,0.00016191804,9.704686e-09,1.0153014e-09,2.6542377e-09,3.4178471e-09,2.0393953e-09,2.049586e-08,0.002754612,2.9079013e-09,4.774799e-09,0.00024645068,9.735495e-10,6.0235363e-09
LURAP1L-AS1,5.2042703e-10,2.4345889e-08,5.794841e-10,2.165053e-09,3.7323633e-07,1.719549e-09,6.0450938e-09,2.2326516e-08,4.0711625e-06,1.7749483e-06,4.1826365e-09,9.8607105e-09,5.1549097e-08,5.9025174e-06,1.5342074e-09,2.4884262e-06
UBE2R2-AS1,5.3989146e-10,1.0139337e-08,8.5391315e-07,1.3305524e-09,5.531566e-06,2.0297286e-09,9.784048e-09,1.516878e-08,4.3541368e-06,6.7727965e-06,6.7410375e-09,2.1814108e-08,1.2301826e-08,2.1311507e-06,1.8227543e-09,2.2553468e-06
RP4-639F20.1,1.4574575e-08,2.1481075e-08,4.6167473e-10,1.4844632e-05,4.940119e-07,3.1070682e-09,7.2903843e-09,2.5386894e-08,1.6435896e-09,1.962608e-08,4.995926e-09,7.161249e-09,2.6726428e-09,1.3117469e-05,2.322834e-09,1.8591013e-06
RP11-693N9.2,3.5519432e-10,1.3893707e-09,8.284248e-06,1.7533806e-05,2.7365392e-09,6.6754857e-10,1.4633509e-09,1.6566668e-09,3.570691e-10,2.5684714e-09,1.2484516e-09,1.5390464e-09,4.219807e-10,3.4737554e-06,6.875798e-10,2.0189987e-09
MSC-AS1,1.4622455e-06,1.584038e-09,5.7605623e-05,0.00025875567,2.6630458e-09,1.0243132e-09,1.5585967e-09,1.6466237e-09,1.4509248e-09,2.4103028e-09,1.222293e-09,1.4408066e-09,1.7951697e-05,1.8903416e-10,1.2380557e-09,1.4432847e-09
AC092580.4,6.464141e-11,2.3391986e-10,0.00048262134,1.1702124e-10,2.8906302e-10,1.3030035e-10,2.0197526e-10,2.3392477e-10,1.2409866e-10,2.6733651e-10,1.8583565e-10,2.175633e-10,5.311105e-11,7.352196e-11,1.3321108e-10,2.5360686e-10
RP11-545I5.3,8.7281726e-10,6.8712525e-09,1.9158751e-05,7.411702e-06,3.317206e-05,2.02143e-09,7.1830546e-09,1.1085849e-08,1.574054e-09,5.481073e-05,5.2433005e-09,9.119389e-09,3.1012146e-06,5.405363e-05,2.0682658e-09,1.5704527e-05
LINC00894,1.2542442e-09,3.4303884e-08,3.9708946e-05,1.3687178e-09,0.00025536137,2.8146367e-09,1.2831241e-08,7.990372e-08,0.00012918998,0.00023608237,7.7203275e-09,6.996176e-08,8.208171e-06,0.0001311864,2.9508562e-09,0.00017090378
DICER1-AS1,7.57318e-10,1.5332576e-08,5.753468e-09,2.273608e-06,3.439546e-05,1.9083326e-09,9.334295e-09,3.178405e-08,6.412343e-06,4.5695564e-05,4.577835e-09,1.5349109e-08,5.117509e-07,3.4494038e-05,1.768906e-09,3.0575156e-05
KIAA0040,1.11762e-09,2.087616e-08,1.981701e-05,2.0147789e-05,5.6759603e-05,2.3820674e-09,3.3752666e-08,1.4217126e-07,9.971225e-06,3.2126634e-05,7.517618e-09,6.7015556e-08,2.7451745e-06,6.221217e-06,3.7203696e-09,2.3149656e-05
AC079779.5,1.5728469e-10,7.398538e-10,2.8486175e-10,2.3814073e-10,9.423967e-10,3.6596995e-10,6.011035e-10,7.6195583e-10,2.5497948e-10,8.6947255e-10,5.7873306e-10,7.056167e-10,1.5296077e-10,9.90678e-06,3.4713837e-10,9.0445507e-10
RP11-359J6.1,3.5786685e-10,1.5157898e-09,5.7136317e-06,3.6351902e-10,2.3943434e-09,7.562556e-10,1.295918e-09,1.6297357e-09,5.4594196e-10,2.5339713e-09,1.2546677e-09,1.6199301e-09,6.421834e-10,0.00012807391,6.668626e-10,2.2706403e-09
OLMALINC,4.613244e-10,6.876746e-09,1.7839535e-05,6.7592004e-10,1.7993105e-05,1.910926e-09,6.0091234e-09,8.565745e-09,7.4461306e-05,6.511717e-05,5.2626574e-09,9.844512e-09,9.184915e-06,8.56682e-06,1.6381189e-09,1.974813e-05
BHLHE40-AS1,1.0850273e-09,7.331912e-09,2.7087777e-05,7.4606745e-05,3.286172e-05,1.8612024e-09,1.5139731e-08,1.4780617e-08,5.5413548e-06,2.4405157e-05,5.7341865e-09,1.0820622e-08,1.9315293e-07,1.7485478e-09,2.264529e-09,1.3774726e-06
AC023115.2,2.1208164e-10,7.424945e-10,2.031955e-10,2.352649e-10,9.1511293e-10,3.904441e-10,5.883426e-10,7.4595097e-10,2.9474514e-10,8.5907076e-10,5.556775e-10,6.7991157e-10,1.4731433e-10,4.000478e-05,3.3902126e-10,8.999568e-10
AF064858.8,1.0209212e-09,1.3303367e-09,7.155215e-05,2.3855004e-05,1.6444769e-09,8.8931865e-06,1.9468809e-09,1.4202232e-09,4.6429746e-10,1.70289e-09,4.876529e-09,1.5060808e-09,8.4360224e-08,1.5610206e-10,2.2107889e-09,1.0622099e-09
ZNF815P,1.0553538e-09,4.2479766e-09,8.837618e-05,7.038706e-10,5.8589026e-06,1.6159029e-09,4.0432013e-09,5.2700706e-09,2.403192e-09,2.8676828e-05,3.237113e-09,5.9891336e-09,1.6831739e-06,1.5821917e-05,1.7764595e-09,1.7054134e-08
TTC28-AS1,2.2972689e-10,1.0974885e-09,5.5742694e-10,6.451569e-10,1.5541765e-09,5.1698607e-10,9.680242e-10,1.1579083e-09,6.8925265e-10,1.4637863e-09,8.5002e-10,1.0619587e-09,2.727476e-10,8.773723e-10,5.309092e-10,0.0017888704
AC018816.3,2.8508473e-09,3.575177e-09,1.21226785e-05,5.4333494e-05,1.4201156e-08,1.7383524e-09,5.2646856e-09,4.7332693e-09,2.3448372e-09,1.2515922e-08,3.8933257e-09,4.487314e-09,1.6438122e-09,9.835254e-10,1.584301e-09,5.97633e-09
AC011747.4,4.2041176e-10,3.1332894e-09,4.055619e-10,2.4593644e-10,2.9816278e-09,1.1665092e-09,1.8099152e-09,2.6167981e-09,3.7974612e-05,2.8368203e-09,1.814014e-09,2.6906726e-09,3.4917635e-10,3.7937275e-06,1.2812917e-09,4.757726e-09
AC017060.1,2.3825522e-10,1.6870072e-09,2.1345373e-10,2.1829612e-10,1.7688959e-09,6.43218e-10,1.0661598e-09,1.5241799e-09,9.714346e-05,1.7337198e-09,9.915173e-10,1.3862446e-09,1.8864588e-10,0.00013788225,5.565409e-10,2.4873452e-09
COX10-AS1,1.4735319e-09,6.5994037e-09,0.00016707907,2.0021407e-09,0.00012798369,2.4069216e-09,6.4997048e-09,9.243618e-09,2.302051e-09,0.00014614551,4.932281e-09,9.020126e-09,3.4133602e-06,9.826691e-05,1.971198e-09,4.286362e-06
AC010127.3,7.74426e-10,1.0297168e-07,9.933416e-07,5.6213844e-07,9.016115e-06,2.8602696e-09,4.871549e-08,7.5497985e-07,2.3718069e-06,8.652144e-06,1.0713197e-08,2.211e-07,7.396997e-07,2.7539982e-06,2.9182803e-09,2.9137577e-06
PTCSC2,1.9974986e-09,8.314406e-09,1.36106555e-05,3.293154e-06,1.0830621e-05,2.2142157e-09,1.1304821e-08,1.2234272e-08,2.3537523e-05,1.1524597e-05,5.218756e-09,1.1892337e-08,3.3508531e-06,1.1240527e-09,2.5233078e-09,2.1390156e-07
RP11-231P20.2,1.3656772e-09,3.722614e-08,1.6712783e-06,2.0771331e-09,8.325401e-06,3.83966e-09,2.1870266e-08,1.6171809e-07,3.7351817e-06,1.713744e-05,1.8995529e-08,4.934078e-07,7.88082e-08,1.2480862e-05,3.0561393e-09,9.996275e-06
LINC01376,1.4363094e-09,1.1671464e-08,5.7315815e-06,8.298306e-10,0.00010293904,2.0372453e-09,6.0813607e-09,1.2932445e-08,0.00012678707,0.00010627983,4.1724135e-09,1.2629516e-08,1.622937e-06,0.00014366528,2.0927378e-09,0.00011507842
AC006369.2,5.406592e-10,3.545427e-09,3.715604e-05,8.783434e-10,6.712788e-08,1.213297e-09,3.419451e-09,4.3591863e-09,4.771021e-07,1.2473734e-05,2.5337152e-09,4.5088653e-09,3.9042816e-06,2.77711e-06,1.3323046e-09,1.1021272e-08
AC009404.2,4.019837e-07,1.4461722e-06,9.832177e-10,1.3303462e-06,8.048212e-06,4.0024735e-09,3.0715917e-08,6.6271224e-07,1.8174309e-05,5.1800675e-06,6.5210632e-09,4.9309666e-08,3.2697096e-09,1.0039486e-07,4.2765684e-09,5.882809e-06
AC013463.2,9.10237e-10,1.0689051e-08,1.1742399e-05,1.1063938e-09,4.793213e-05,1.8241523e-09,7.3710327e-09,1.5260104e-08,4.2518925e-05,6.6369714e-05,4.6803654e-09,1.610817e-08,1.4928072e-06,2.5209678e-05,1.8981248e-09,3.910137e-05
ZBED5,7.281705e-11,2.652333e-10,0.00033993056,1.3363531e-10,3.2276845e-10,1.4828294e-10,2.2683753e-10,2.642285e-10,1.4114189e-10,2.927193e-10,2.0890716e-10,2.4381738e-10,5.7389506e-11,8.947618e-11,1.4779812e-10,2.811979e-10
VLDLR-AS1,2.9989067e-07,6.9885546e-06,5.507793e-10,4.9838177e-06,4.4073804e-05,3.5421148e-09,7.9949265e-09,5.9641746e-07,3.6167236e-05,3.1443713e-05,4.537075e-09,9.929296e-09,1.5694548e-06,4.9768525e-05,2.4034579e-09,3.606477e-05
FAM157A,6.518038e-10,7.560007e-09,8.4922285e-06,2.8862668e-10,1.8967361e-08,1.894103e-09,3.5822967e-09,6.232954e-09,6.120425e-05,4.204266e-08,3.6747332e-09,1.0197813e-08,1.403073e-06,5.8873753e-05,3.3985483e-08,1.1989217e-05
AC006547.13,8.456231e-10,2.7498984e-08,2.4370596e-05,6.3629086e-06,4.3882264e-05,3.916593e-09,2.9216128e-06,1.0826557e-06,9.416899e-06,6.178719e-05,3.0466904e-07,2.3611276e-06,1.8841181e-06,2.6010748e-06,2.7954987e-09,1.5372014e-05
RNF217-AS1,2.060681e-06,1.6940141e-05,8.533159e-10,1.427917e-05,3.3835415e-05,2.6810942e-06,2.6643147e-06,1.3785876e-05,9.559111e-06,2.6867547e-05,7.7641863e-07,2.569529e-06,2.0309884e-08,1.3555356e-05,2.9829107e-07,2.6971931e-05
AC068282.3,3.0666671e-09,1.3520858e-05,3.4444156e-06,8.303927e-10,2.1556338e-05,6.928626e-07,7.2384256e-07,4.756889e-06,2.345287e-05,1.6367683e-05,3.8396443e-06,1.2930911e-05,2.1476528e-06,3.2673393e-06,5.369611e-06,1.3597254e-05
ARHGEF38,2.2198768e-10,1.1869646e-09,1.7515044e-10,1.8548543e-10,1.2332196e-09,5.1371285e-10,8.0049006e-10,1.0814344e-09,0.00017696884,1.1429873e-09,7.462299e-10,9.974696e-10,1.61895e-10,0.00012686943,4.830647e-10,0.0015690135
LINC01186,1.505862e-06,2.5557758e-05,7.1175077e-06,7.900829e-10,7.461901e-06,2.3719913e-05,4.2568804e-06,8.4512985e-06,7.858703e-06,3.4693684e-08,2.640191e-05,1.8095394e-05,9.677632e-06,9.301217e-06,3.075624e-05,2.275326e-06
INTS6-AS1,2.7587626e-07,3.073596e-08,1.5728569e-05,1.1617e-09,4.7385183e-05,3.89678e-09,1.2460779e-08,5.6427158e-08,5.1283107e-09,3.1842228e-05,9.951326e-09,4.0900107e-07,2.8051413e-06,5.093117e-05,7.776294e-09,2.7028993e-05
AC078941.1,7.864936e-11,3.234451e-10,9.973339e-11,1.3296181e-10,3.9710285e-10,1.719981e-10,2.700038e-10,3.2392233e-10,1.6134936e-10,3.6553255e-10,2.5024957e-10,0.0032159574,6.4825756e-11,1.9502396e-10,1.6602754e-10,3.595218e-10
LINC00299,7.735329e-10,3.900699e-09,0.00013394449,5.3227905e-10,1.0264127e-07,1.3576675e-09,4.0543213e-09,4.9010715e-09,5.2699408e-05,2.5902958e-05,3.2786711e-09,6.4567547e-09,6.7706063e-10,5.4080846e-07,1.593371e-09,3.0634652e-08
TCEB3-AS1,9.180448e-10,4.834081e-08,5.75461e-05,7.8548925e-05,0.0004680259,2.7068043e-09,4.044221e-08,1.4308327e-05,0.00014110707,0.00044849873,8.555051e-09,1.6754186e-07,2.1837453e-05,9.8666096e-05,3.3111116e-09,0.00018682741
CBR3-AS1,4.471207e-10,8.025789e-09,8.805186e-07,4.4399417e-10,3.3232038e-08,2.267628e-09,5.157523e-09,8.715185e-09,2.1886326e-05,1.9731997e-05,7.387698e-09,1.2414566e-08,4.961398e-09,6.5560394e-05,1.6138731e-09,2.5036336e-05
